OverallQual,Neighborhood_encoded,GrLivArea,TotalBsmtSF,GarageArea,YearBuilt,GarageCars,1stFlrSF,MSSubClass_encoded,FullBath,GarageYrBlt,ExterQual_TA,YearRemodAdd,KitchenQual_TA,ExterQual_Gd,TotRmsAbvGrd,2ndFlrSF,KitchenQual_Gd,Exterior2nd_encoded,Foundation_PConc,FireplaceQu_None,Fireplaces,BsmtQual_TA,LotArea,BsmtFinSF1,BsmtQual_Gd,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,HeatingQC_Ex,BsmtQual_Ex,BsmtUnfSF,GarageType_Attchd,GarageType_Detchd,GarageFinish_Fin,OverallCond,Foundation_CBlock,WoodDeckSF,GarageFinish_RFn,BsmtFinType1_GLQ,KitchenQual_Ex,MSZoning_RM,MasVnrArea,HalfBath,HeatingQC_TA,LotShape_Reg,CentralAir_Y,MasVnrType_None,SaleType_New,SaleCondition_Partial
5,136912.1034900026,900,882,280,1967,1,900,185223.20977053,1,1970.0,1.0,1967,1.0,0.0,5,0,0.0,149832.2365964435,0.0,1.0,0,1.0,9819,450,0.0,1.0,0,149450.79509063665,0.0,0.0,432,0.0,1.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,31.0,0,1.0,0.0,1.0,0.0,0.0,0.0
6,125026.82266251187,1396,698,384,1915,1,698,166819.45313884038,1,2003.0,1.0,2003,1.0,0.0,7,698,0.0,148419.07240851008,0.0,1.0,0,1.0,8730,0,0.0,1.0,0,149871.79960697473,1.0,0.0,698,0.0,1.0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
8,197943.08974006787,1919,1079,685,2006,2,1079,239909.0510660367,2,2006.0,0.0,2006,0.0,1.0,8,840,1.0,214512.41271653058,1.0,0.0,1,0.0,15611,0,1.0,0.0,51,213810.05460707544,1.0,0.0,1079,1.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
5,142895.63805389646,1716,780,0,1912,0,936,129953.18142245663,2,0.0,1.0,2000,0.0,0.0,9,780,0.0,214512.41271653058,1.0,1.0,0,1.0,5687,210,0.0,0.0,184,213810.05460707544,1.0,0.0,570,0.0,0.0,0.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
5,128324.91096764662,1716,768,281,1949,1,1148,143355.16004825375,1,1949.0,1.0,2008,1.0,0.0,8,568,0.0,148419.07240851008,0.0,0.0,1,1.0,11409,292,0.0,1.0,0,149871.79960697473,0.0,0.0,476,1.0,0.0,0.0,4,1.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,189027.88359232503,2263,795,539,1977,2,1468,239909.0510660367,2,1977.0,1.0,1994,0.0,0.0,9,795,1.0,168130.415463841,0.0,0.0,1,1.0,16659,795,0.0,0.0,250,175951.59962068568,0.0,0.0,0,1.0,0.0,1.0,7,1.0,0,0.0,0.0,0.0,0.0,34.0,1,0.0,0.0,1.0,0.0,0.0,0.0
6,145878.23747317135,1644,1416,418,1953,2,1644,185223.20977053,1,1953.0,1.0,1953,1.0,0.0,7,0,0.0,167674.37296794492,0.0,0.0,2,1.0,9600,1285,0.0,0.0,0,163093.5197072826,0.0,0.0,131,1.0,0.0,1.0,5,1.0,110,0.0,1.0,0.0,0.0,238.0,0,1.0,1.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1003,1003,588,1984,2,1003,169814.79159017815,1,1984.0,1.0,1984,1.0,0.0,6,0,0.0,167674.37296794492,0.0,1.0,0,1.0,7937,819,0.0,1.0,0,163093.5197072826,0.0,0.0,184,0.0,1.0,0.0,6,1.0,120,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
5,100558.22792898362,1558,910,282,1950,1,910,143355.16004825375,1,1950.0,1.0,1950,1.0,0.0,6,648,0.0,148419.07240851008,0.0,1.0,0,1.0,13710,420,0.0,1.0,0,149871.79960697473,0.0,0.0,490,1.0,0.0,0.0,5,1.0,289,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0
7,225276.7062524152,1950,975,576,1997,2,975,239909.0510660367,2,1997.0,0.0,1998,0.0,1.0,7,975,1.0,214512.41271653058,1.0,0.0,1,0.0,7399,649,1.0,0.0,10,213810.05460707544,1.0,0.0,326,0.0,1.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,1600.0,1,0.0,0.0,1.0,0.0,0.0,0.0
6,189027.88359232503,1743,702,539,1968,2,1041,239909.0510660367,1,1968.0,0.0,1968,1.0,1.0,7,702,0.0,148732.59869773817,0.0,0.0,1,1.0,11700,384,0.0,1.0,0,163093.5197072826,0.0,0.0,143,1.0,0.0,0.0,6,1.0,224,0.0,0.0,0.0,0.0,365.0,2,0.0,1.0,1.0,0.0,0.0,0.0
6,210508.73201090217,1152,1092,300,1950,1,1152,185223.20977053,1,1950.0,1.0,2004,0.0,0.0,6,0,1.0,167674.37296794492,0.0,0.0,1,1.0,14000,0,0.0,1.0,36,163093.5197072826,1.0,0.0,1092,1.0,0.0,0.0,8,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
5,210508.73201090217,1336,1165,375,1953,1,1336,129953.18142245663,1,1953.0,1.0,1953,1.0,0.0,5,0,0.0,149832.2365964435,0.0,0.0,2,1.0,15750,841,0.0,1.0,0,149450.79509063665,0.0,0.0,324,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,56.0,0,1.0,1.0,1.0,0.0,0.0,0.0
8,197943.08974006787,2452,1028,683,1998,2,1210,239909.0510660367,2,1998.0,0.0,1999,0.0,1.0,9,1242,1.0,214512.41271653058,1.0,0.0,1,0.0,16226,281,1.0,0.0,50,213810.05460707544,1.0,0.0,747,0.0,0.0,1.0,5,0.0,208,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1541,1541,843,2001,3,1541,185223.20977053,2,2001.0,0.0,2002,0.0,1.0,6,0,1.0,214512.41271653058,1.0,0.0,1,0.0,13704,0,1.0,0.0,81,213810.05460707544,1.0,0.0,1541,1.0,0.0,0.0,5,0.0,468,1.0,0.0,0.0,0.0,150.0,0,0.0,0.0,1.0,0.0,0.0,0.0
5,197943.08974006787,894,894,552,1972,2,894,185223.20977053,1,1975.0,1.0,1972,1.0,0.0,5,0,0.0,214512.41271653058,1.0,1.0,0,1.0,9800,894,0.0,1.0,0,213810.05460707544,0.0,0.0,0,1.0,0.0,0.0,7,0.0,256,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,128318.41942542572,3493,1470,870,1880,3,1675,192295.43697272782,3,2003.0,1.0,2002,0.0,0.0,10,1818,1.0,229930.4996504683,0.0,0.0,1,1.0,18386,0,0.0,1.0,0,231524.77253199657,1.0,0.0,1470,1.0,0.0,0.0,9,0.0,302,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
8,197943.08974006787,2000,2000,888,2004,3,2000,185223.20977053,2,2004.0,0.0,2005,0.0,1.0,8,0,1.0,229930.4996504683,1.0,1.0,0,0.0,10386,1464,1.0,0.0,0,231524.77253199657,1.0,0.0,536,1.0,0.0,1.0,5,0.0,168,0.0,1.0,0.0,0.0,246.0,0,0.0,1.0,1.0,0.0,0.0,0.0
7,186536.79187429376,2243,700,746,1990,3,1122,239909.0510660367,2,1990.0,0.0,1991,0.0,1.0,8,1121,1.0,168130.415463841,0.0,0.0,1,0.0,13474,700,1.0,0.0,44,163093.5197072826,0.0,0.0,0,1.0,0.0,0.0,5,1.0,127,1.0,0.0,0.0,0.0,246.0,1,0.0,1.0,1.0,0.0,0.0,0.0
6,100558.22792898362,1406,319,0,1920,0,1035,143355.16004825375,1,0.0,1.0,1950,0.0,0.0,6,371,0.0,149832.2365964435,0.0,1.0,0,1.0,7920,0,0.0,0.0,144,149450.79509063665,0.0,0.0,319,0.0,0.0,0.0,7,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
4,128324.91096764662,861,861,539,1940,2,861,96075.68033176576,1,1961.0,1.0,1950,1.0,0.0,4,0,0.0,214512.41271653058,0.0,1.0,0,1.0,12342,262,0.0,1.0,0,213810.05460707544,1.0,0.0,599,0.0,1.0,0.0,5,1.0,158,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
9,315920.0010227745,1944,1896,708,2003,3,1944,185223.20977053,2,2003.0,0.0,2004,0.0,1.0,8,0,0.0,214512.41271653058,1.0,0.0,3,0.0,12378,1274,0.0,0.0,175,213810.05460707544,1.0,1.0,622,1.0,0.0,1.0,5,0.0,208,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,192824.3949363408,1501,697,420,1993,2,697,239909.0510660367,2,1993.0,1.0,1994,0.0,0.0,6,804,1.0,167674.37296794492,1.0,0.0,1,0.0,7685,518,1.0,0.0,63,163093.5197072826,0.0,0.0,179,1.0,0.0,1.0,5,0.0,190,0.0,0.0,0.0,0.0,112.0,1,0.0,0.0,1.0,0.0,0.0,0.0
6,145878.23747317135,972,972,240,1948,1,972,185223.20977053,1,1948.0,1.0,2002,1.0,0.0,5,0,0.0,214512.41271653058,0.0,0.0,1,1.0,8000,680,0.0,1.0,0,213810.05460707544,1.0,0.0,292,0.0,1.0,0.0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
5,128318.41942542572,1118,793,410,1939,2,793,129953.18142245663,1,1939.0,1.0,1950,1.0,0.0,5,325,0.0,149832.2365964435,0.0,0.0,1,0.0,7800,507,1.0,1.0,0,149450.79509063665,0.0,0.0,286,0.0,1.0,0.0,7,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,243927.12577844597,2036,2136,513,1965,2,2036,185223.20977053,2,1965.0,1.0,1965,1.0,0.0,8,0,0.0,195699.84440310282,0.0,0.0,2,0.0,215245,1236,1.0,0.0,0,194518.646991199,0.0,0.0,80,1.0,0.0,0.0,5,1.0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
7,128318.41942542572,1641,728,546,1925,2,832,166819.45313884038,1,1925.0,1.0,1990,0.0,0.0,6,809,0.0,148419.07240851008,0.0,0.0,1,1.0,9600,16,0.0,1.0,0,149871.79960697473,1.0,0.0,712,0.0,1.0,0.0,7,0.0,0,0.0,0.0,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1432,716,432,2004,2,716,239909.0510660367,2,2004.0,0.0,2005,0.0,1.0,6,716,1.0,214512.41271653058,1.0,0.0,1,0.0,7795,425,1.0,0.0,51,213810.05460707544,1.0,0.0,291,1.0,0.0,1.0,5,0.0,100,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,189027.88359232503,2353,845,484,1980,2,1153,239909.0510660367,2,1983.0,0.0,1980,0.0,1.0,10,1200,0.0,229930.4996504683,0.0,0.0,1,0.0,13005,692,1.0,0.0,195,231524.77253199657,0.0,0.0,153,1.0,0.0,0.0,7,1.0,288,1.0,1.0,1.0,0.0,278.0,1,1.0,0.0,1.0,0.0,0.0,0.0
8,225276.7062524152,1959,1088,1025,2006,3,1088,239909.0510660367,2,2006.0,0.0,2006,0.0,1.0,8,871,1.0,214512.41271653058,1.0,0.0,1,0.0,9000,0,1.0,0.0,46,213810.05460707544,1.0,0.0,1088,1.0,0.0,0.0,5,0.0,208,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,334545.9727902473,2646,1347,656,1993,3,1372,239909.0510660367,2,1993.0,0.0,1993,0.0,1.0,9,1274,1.0,167674.37296794492,1.0,0.0,1,0.0,9900,987,1.0,0.0,60,163093.5197072826,1.0,0.0,360,1.0,0.0,0.0,5,0.0,340,1.0,1.0,0.0,0.0,256.0,1,0.0,1.0,1.0,0.0,0.0,0.0
7,189027.88359232503,1472,1372,588,1980,2,1472,169814.79159017815,2,1980.0,1.0,1980,1.0,0.0,6,0,0.0,168130.415463841,0.0,0.0,2,0.0,14115,1036,1.0,1.0,48,175951.59962068568,0.0,0.0,336,1.0,0.0,0.0,5,1.0,233,0.0,1.0,0.0,0.0,225.0,0,1.0,1.0,1.0,0.0,0.0,0.0
9,315920.0010227745,2596,1249,840,2006,3,1249,239909.0510660367,3,2006.0,1.0,2006,0.0,0.0,9,1347,1.0,214512.41271653058,1.0,1.0,0,0.0,16259,0,0.0,0.0,154,213810.05460707544,1.0,1.0,1249,1.0,0.0,0.0,5,0.0,240,1.0,0.0,0.0,0.0,370.0,1,0.0,1.0,1.0,0.0,1.0,1.0
8,315920.0010227745,2468,1136,872,2004,3,1136,239909.0510660367,2,2004.0,0.0,2004,0.0,1.0,10,1332,1.0,214512.41271653058,1.0,0.0,1,0.0,12099,970,0.0,0.0,154,213810.05460707544,1.0,1.0,166,0.0,0.0,1.0,5,0.0,184,0.0,1.0,0.0,0.0,388.0,1,0.0,0.0,1.0,0.0,0.0,0.0
7,186536.79187429376,2730,1502,576,1986,2,1553,239909.0510660367,2,1987.0,0.0,1987,0.0,1.0,8,1177,1.0,168130.415463841,0.0,0.0,1,1.0,10380,28,0.0,0.0,96,175951.59962068568,1.0,0.0,0,1.0,0.0,1.0,5,1.0,201,0.0,0.0,0.0,0.0,172.0,1,0.0,0.0,1.0,0.0,0.0,0.0
3,128318.41942542572,1163,1162,220,1955,1,1163,185223.20977053,1,1955.0,1.0,2005,1.0,0.0,6,0,0.0,214512.41271653058,0.0,1.0,0,1.0,5820,256,0.0,1.0,98,213810.05460707544,1.0,0.0,906,1.0,0.0,0.0,8,1.0,142,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,145878.23747317135,2978,710,564,1967,2,1898,169814.79159017815,2,1961.0,0.0,2007,0.0,1.0,11,1080,1.0,148419.07240851008,0.0,0.0,1,0.0,11275,0,1.0,0.0,0,149871.79960697473,1.0,0.0,710,0.0,0.0,1.0,7,1.0,240,0.0,0.0,0.0,0.0,300.0,1,0.0,1.0,1.0,0.0,0.0,0.0
5,100558.22792898362,803,720,360,1941,2,803,109777.54745558939,1,1941.0,1.0,1950,1.0,0.0,5,0,0.0,149832.2365964435,0.0,1.0,0,1.0,5000,116,0.0,1.0,0,149450.79509063665,0.0,0.0,604,0.0,1.0,0.0,6,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
8,237739.82847840988,1719,1719,473,1993,2,1719,200733.55595135537,1,1993.0,0.0,1993,0.0,1.0,6,0,1.0,195699.84440310282,1.0,0.0,2,0.0,10846,1619,1.0,0.0,30,194518.646991199,1.0,0.0,100,1.0,0.0,1.0,5,0.0,122,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1383,1383,292,1960,1,1383,185223.20977053,1,1960.0,1.0,1960,1.0,0.0,7,0,0.0,148419.07240851008,0.0,1.0,0,1.0,11600,565,0.0,0.0,45,149871.79960697473,0.0,0.0,818,1.0,0.0,0.0,5,1.0,0,1.0,0.0,0.0,0.0,175.0,1,1.0,1.0,1.0,0.0,0.0,0.0
6,125026.82266251187,2134,844,441,1916,2,1445,192295.43697272782,2,1930.0,1.0,1994,0.0,0.0,10,689,1.0,161431.5727475966,0.0,1.0,0,1.0,11888,0,0.0,1.0,60,149871.79960697473,0.0,0.0,844,0.0,1.0,0.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
5,100558.22792898362,1192,596,189,1920,1,596,166819.45313884038,1,1920.0,1.0,1950,1.0,0.0,6,596,0.0,161431.5727475966,1.0,1.0,0,1.0,6402,0,0.0,1.0,0,149871.79960697473,0.0,0.0,596,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,0.0,1.0,0.0,0.0
5,145878.23747317135,1728,1728,352,1964,1,1728,133722.64519076995,2,2002.0,1.0,1964,1.0,0.0,10,0,0.0,167674.37296794492,0.0,1.0,0,1.0,10624,40,0.0,1.0,0,163093.5197072826,0.0,0.0,1424,0.0,1.0,0.0,4,1.0,155,0.0,1.0,0.0,0.0,84.0,0,1.0,0.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1056,1056,308,1958,1,1056,185223.20977053,1,1958.0,1.0,1992,1.0,0.0,6,0,0.0,148419.07240851008,0.0,1.0,0,1.0,8176,846,0.0,0.0,0,149871.79960697473,0.0,0.0,210,1.0,0.0,0.0,6,1.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
8,315920.0010227745,1629,3206,880,2003,3,1629,185223.20977053,2,2003.0,0.0,2004,0.0,1.0,7,0,1.0,214512.41271653058,1.0,0.0,1,0.0,10655,1124,1.0,0.0,0,213810.05460707544,1.0,0.0,1603,1.0,0.0,0.0,5,0.0,0,1.0,1.0,0.0,0.0,296.0,0,0.0,0.0,1.0,0.0,0.0,0.0
7,315920.0010227745,1358,1358,484,2004,2,1358,200733.55595135537,2,2004.0,0.0,2004,0.0,1.0,6,0,1.0,214512.41271653058,1.0,0.0,1,0.0,8198,720,1.0,0.0,30,213810.05460707544,1.0,0.0,638,1.0,0.0,0.0,5,0.0,192,1.0,1.0,0.0,1.0,146.0,0,0.0,1.0,1.0,0.0,0.0,0.0
6,192824.3949363408,1638,943,472,1998,2,943,239909.0510660367,2,1998.0,1.0,1998,1.0,0.0,7,695,0.0,214512.41271653058,1.0,0.0,2,0.0,9042,828,1.0,0.0,38,213810.05460707544,0.0,0.0,115,1.0,0.0,1.0,5,0.0,100,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
5,243927.12577844597,1786,1499,529,1965,2,1619,129953.18142245663,2,1965.0,1.0,1965,1.0,0.0,7,167,0.0,168130.415463841,0.0,0.0,2,1.0,164660,1249,0.0,0.0,0,175951.59962068568,1.0,0.0,103,1.0,0.0,1.0,6,1.0,670,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
9,309470.67773643613,1922,1922,676,2005,3,1922,185223.20977053,2,2005.0,0.0,2006,0.0,1.0,8,0,1.0,214512.41271653058,1.0,0.0,1,0.0,14157,1249,0.0,0.0,51,213810.05460707544,1.0,1.0,673,1.0,0.0,1.0,5,0.0,178,0.0,1.0,0.0,0.0,200.0,0,0.0,0.0,1.0,0.0,0.0,0.0
7,197943.08974006787,1536,1536,532,2002,2,1536,185223.20977053,2,2002.0,0.0,2003,0.0,1.0,7,0,1.0,214512.41271653058,1.0,1.0,0,0.0,9135,810,1.0,0.0,74,213810.05460707544,1.0,0.0,726,1.0,0.0,0.0,5,0.0,192,1.0,1.0,0.0,0.0,113.0,0,0.0,1.0,1.0,0.0,0.0,0.0
7,189027.88359232503,1621,1208,440,1984,2,1621,185223.20977053,2,1984.0,0.0,1998,0.0,1.0,8,0,1.0,148419.07240851008,0.0,1.0,0,0.0,14145,213,1.0,0.0,45,149871.79960697473,1.0,0.0,995,1.0,0.0,0.0,7,1.0,108,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1215,1215,297,1958,1,1215,185223.20977053,1,1958.0,1.0,1998,1.0,0.0,6,0,0.0,148419.07240851008,0.0,1.0,0,1.0,12400,585,0.0,1.0,0,149871.79960697473,0.0,0.0,630,1.0,0.0,0.0,7,1.0,0,0.0,0.0,0.0,0.0,176.0,0,1.0,0.0,1.0,0.0,0.0,0.0
8,243927.12577844597,1908,967,431,2002,2,993,239909.0510660367,2,2002.0,0.0,2002,0.0,1.0,9,915,1.0,214512.41271653058,1.0,1.0,0,0.0,14191,0,1.0,0.0,0,213810.05460707544,1.0,0.0,967,1.0,0.0,1.0,5,0.0,135,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
4,186536.79187429376,841,721,294,1950,1,841,185223.20977053,1,1950.0,0.0,1950,1.0,0.0,4,0,0.0,114722.62767119757,0.0,1.0,0,1.0,8400,0,0.0,1.0,0,149871.79960697473,0.0,0.0,721,0.0,0.0,0.0,4,1.0,250,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
3,145878.23747317135,1040,0,400,1949,2,1040,133722.64519076995,2,1949.0,1.0,1950,1.0,0.0,6,0,0.0,156096.18621977826,0.0,1.0,0,0.0,8544,0,0.0,1.0,0,163132.3840856425,0.0,0.0,0,0.0,1.0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,340.0,0,0.0,1.0,0.0,0.0,0.0,0.0
9,315920.0010227745,1684,1684,564,2005,2,1684,200733.55595135537,2,2005.0,0.0,2005,0.0,0.0,6,0,0.0,149832.2365964435,1.0,0.0,1,0.0,8849,28,0.0,0.0,72,149450.79509063665,1.0,1.0,1656,1.0,0.0,0.0,5,0.0,495,1.0,1.0,1.0,0.0,616.0,0,0.0,0.0,1.0,0.0,0.0,0.0
5,99534.07435803434,1112,536,336,1976,1,536,138781.1879581992,1,1976.0,1.0,1976,1.0,0.0,4,576,0.0,229930.4996504683,0.0,1.0,0,0.0,2592,129,1.0,1.0,0,231524.77253199657,0.0,0.0,175,1.0,0.0,0.0,3,1.0,182,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0
6,125026.82266251187,1577,972,312,1939,1,972,143355.16004825375,1,1939.0,1.0,1950,0.0,0.0,6,605,0.0,149832.2365964435,0.0,0.0,1,1.0,6435,0,0.0,1.0,0,149450.79509063665,0.0,0.0,972,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,145878.23747317135,958,958,301,1960,1,958,185223.20977053,1,1960.0,1.0,1998,1.0,0.0,5,0,0.0,149832.2365964435,0.0,1.0,0,1.0,12772,498,0.0,0.0,0,149450.79509063665,0.0,0.0,460,1.0,0.0,0.0,8,1.0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1478,1478,498,1960,2,1478,185223.20977053,2,1960.0,1.0,1960,1.0,0.0,6,0,0.0,148419.07240851008,0.0,0.0,2,1.0,17600,1270,0.0,1.0,40,149871.79960697473,1.0,0.0,208,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,30.0,0,0.0,0.0,1.0,0.0,0.0,0.0
7,315920.0010227745,1626,764,474,2003,2,764,138781.1879581992,2,2003.0,0.0,2004,0.0,1.0,6,862,1.0,161431.5727475966,1.0,1.0,0,0.0,2448,573,1.0,0.0,27,213810.05460707544,1.0,0.0,191,0.0,0.0,0.0,5,0.0,0,1.0,1.0,0.0,0.0,106.0,1,0.0,1.0,1.0,0.0,0.0,0.0
9,315920.0010227745,2728,1848,706,2005,3,1848,239909.0510660367,2,2006.0,0.0,2006,0.0,0.0,10,880,0.0,229930.4996504683,1.0,0.0,2,0.0,20431,1410,0.0,0.0,0,231524.77253199657,1.0,1.0,438,1.0,0.0,1.0,5,0.0,0,0.0,1.0,1.0,0.0,870.0,1,0.0,0.0,1.0,0.0,1.0,1.0
9,315920.0010227745,1869,1869,617,2007,2,1869,200733.55595135537,2,2007.0,0.0,2007,0.0,0.0,6,0,0.0,149832.2365964435,1.0,0.0,1,0.0,7820,0,0.0,0.0,54,149450.79509063665,1.0,1.0,1869,1.0,0.0,0.0,5,0.0,210,1.0,0.0,1.0,0.0,362.0,0,0.0,0.0,1.0,0.0,1.0,1.0
7,212341.06662972306,1453,1453,445,1986,2,1453,200733.55595135537,1,1986.0,1.0,1986,0.0,0.0,6,0,1.0,148419.07240851008,1.0,0.0,1,0.0,5271,1082,1.0,0.0,80,149871.79960697473,0.0,0.0,371,1.0,0.0,0.0,5,0.0,0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
5,128324.91096764662,1111,616,200,1941,1,616,143355.16004825375,1,1941.0,1.0,1950,1.0,0.0,5,495,0.0,214512.41271653058,0.0,1.0,0,1.0,9084,236,0.0,1.0,0,213810.05460707544,0.0,0.0,0,0.0,1.0,0.0,6,1.0,48,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,0.0
6,128318.41942542572,720,624,484,1928,2,720,96075.68033176576,1,2005.0,1.0,2003,1.0,0.0,5,0,0.0,214512.41271653058,0.0,1.0,0,1.0,8520,0,0.0,1.0,0,213810.05460707544,0.0,0.0,624,0.0,1.0,0.0,8,0.0,106,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,142895.63805389646,1595,940,240,1940,1,1192,143355.16004825375,1,1940.0,1.0,2000,1.0,0.0,6,403,0.0,149832.2365964435,0.0,0.0,2,1.0,8400,388,0.0,1.0,0,149871.79960697473,1.0,0.0,552,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,197943.08974006787,1200,1200,521,1995,2,1200,185223.20977053,2,1995.0,0.0,1995,0.0,1.0,6,0,1.0,214512.41271653058,1.0,1.0,0,0.0,11249,334,1.0,0.0,26,213810.05460707544,1.0,0.0,322,1.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,192824.3949363408,1167,1158,400,1992,2,1167,185223.20977053,2,1992.0,1.0,1992,0.0,0.0,6,0,1.0,167674.37296794492,1.0,1.0,0,0.0,9248,560,1.0,0.0,26,163093.5197072826,0.0,0.0,598,1.0,0.0,0.0,6,0.0,120,1.0,1.0,0.0,0.0,106.0,0,0.0,0.0,1.0,0.0,0.0,0.0
5,99534.07435803434,1142,1142,528,1976,2,1142,200733.55595135537,1,1976.0,1.0,1976,1.0,0.0,6,0,0.0,229930.4996504683,1.0,0.0,1,0.0,4224,874,1.0,0.0,90,231524.77253199657,0.0,0.0,268,1.0,0.0,1.0,5,0.0,536,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0
5,212341.06662972306,1352,1062,288,1958,1,1352,169814.79159017815,1,1958.0,1.0,1958,0.0,0.0,6,0,1.0,231744.39851170077,0.0,1.0,0,1.0,6930,300,0.0,1.0,0,149871.79960697473,1.0,0.0,468,0.0,0.0,0.0,4,1.0,168,0.0,0.0,0.0,0.0,120.0,0,0.0,0.0,1.0,0.0,0.0,0.0
8,334545.9727902473,1924,1086,592,1998,2,1086,239909.0510660367,2,1998.0,0.0,1998,0.0,1.0,7,838,1.0,214512.41271653058,1.0,0.0,1,0.0,12011,956,1.0,0.0,75,213810.05460707544,1.0,0.0,130,1.0,0.0,0.0,5,0.0,208,1.0,1.0,0.0,0.0,530.0,1,0.0,0.0,1.0,0.0,0.0,0.0
6,156370.3674584998,912,888,470,1978,2,912,148137.92470090053,1,1978.0,1.0,1978,1.0,0.0,5,0,0.0,214512.41271653058,0.0,0.0,1,0.0,7540,773,1.0,0.0,0,213810.05460707544,1.0,0.0,115,1.0,0.0,0.0,6,1.0,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
