OverallQual,Neighborhood_encoded,GrLivArea,YearBuilt,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,MSSubClass_encoded,ExterQual_TA,GarageYrBlt,FullBath,YearRemodAdd,KitchenQual_TA,TotRmsAbvGrd,ExterQual_Gd,2ndFlrSF,Foundation_PConc,KitchenQual_Gd,BsmtQual_TA,FireplaceQu_None,Fireplaces,BsmtQual_Gd,Exterior2nd_encoded,LotArea,BsmtFinSF1,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,HeatingQC_Ex,GarageType_Attchd,BsmtUnfSF,OverallCond,GarageFinish_Fin,BsmtQual_Ex,GarageType_Detchd,HeatingQC_TA,BsmtFinType1_GLQ,WoodDeckSF,KitchenQual_Ex,Foundation_CBlock,MSZoning_RM,FireplaceQu_Gd,HalfBath,MasVnrArea,GarageFinish_RFn,LotShape_Reg,MasVnrType_None,SaleCondition_Partial,SaleType_New
7,192824.3949363408,2291,1999,975,429,2,1005,239909.0510660367,0.0,1999.0,2,1999,0.0,8,1.0,1286,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,8738,0,0.0,0,213810.05460707544,1.0,0.0,975,5,1.0,0.0,0.0,0.0,0.0,192,0.0,0.0,0.0,0.0,1,302.0,0.0,0.0,0.0,0.0,0.0
6,225276.7062524152,1728,2003,864,673,2,864,239909.0510660367,0.0,2003.0,2,2003,0.0,7,1.0,864,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,8791,503,0.0,56,213810.05460707544,1.0,1.0,361,5,0.0,0.0,0.0,0.0,0.0,216,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
7,197943.08974006787,1604,2006,1604,660,2,1604,185223.20977053,0.0,2006.0,2,2006,0.0,8,1.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,8814,1334,0.0,110,213810.05460707544,1.0,1.0,270,5,0.0,0.0,0.0,0.0,1.0,123,0.0,0.0,0.0,1.0,1,180.0,1.0,1.0,0.0,0.0,0.0
7,197943.08974006787,1792,2001,963,564,2,963,239909.0510660367,0.0,2001.0,2,2001,0.0,7,1.0,829,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,12435,361,0.0,96,213810.05460707544,1.0,1.0,602,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,172.0,1.0,1.0,0.0,0.0,0.0
5,128318.41942542572,882,1956,0,308,1,882,185223.20977053,1.0,1956.0,1,1956,1.0,4,0.0,0,1.0,0.0,0.0,1.0,0,0.0,195699.84440310282,12702,0,1.0,45,194518.646991199,0.0,0.0,0,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1382,1962,1362,884,2,1382,169814.79159017815,1.0,1991.0,1,1962,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,0.0,148419.07240851008,19296,672,1.0,0,149871.79960697473,0.0,1.0,0,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,399.0,0.0,1.0,0.0,0.0,0.0
8,197943.08974006787,2574,2007,1482,868,3,1482,239909.0510660367,0.0,2007.0,2,2007,0.0,10,1.0,1092,1.0,0.0,0.0,0.0,1,0.0,229930.4996504683,9588,0,0.0,148,231524.77253199657,1.0,0.0,1482,5,1.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1,270.0,0.0,0.0,0.0,1.0,1.0
6,136912.1034900026,1212,1977,506,492,2,1212,169814.79159017815,1.0,1978.0,1,1995,1.0,6,0.0,0,0.0,0.0,0.0,0.0,1,1.0,168130.415463841,8471,506,1.0,12,163093.5197072826,0.0,1.0,0,7,0.0,0.0,0.0,1.0,0.0,292,0.0,1.0,0.0,0.0,0,46.0,0.0,0.0,0.0,0.0,0.0
5,128318.41942542572,1316,1929,926,484,2,926,143355.16004825375,1.0,1974.0,1,2001,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,5500,234,1.0,0,149871.79960697473,0.0,0.0,0,7,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,128318.41942542572,764,1925,680,504,2,764,96075.68033176576,1.0,1965.0,1,2004,1.0,4,0.0,0,0.0,0.0,0.0,1.0,0,0.0,148419.07240851008,5232,0,1.0,0,149871.79960697473,0.0,0.0,680,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
6,189027.88359232503,1422,1981,1422,576,2,1422,185223.20977053,1.0,1981.0,2,1981,0.0,7,0.0,0,0.0,1.0,0.0,0.0,1,1.0,149832.2365964435,12090,588,0.0,0,149450.79509063665,0.0,1.0,606,6,1.0,0.0,0.0,1.0,1.0,276,0.0,1.0,0.0,0.0,0,210.0,0.0,0.0,0.0,0.0,0.0
6,192824.3949363408,1511,1997,802,413,2,802,239909.0510660367,1.0,1997.0,2,1997,1.0,8,0.0,709,1.0,0.0,0.0,0.0,1,1.0,214512.41271653058,11207,714,0.0,75,213810.05460707544,0.0,1.0,88,5,1.0,0.0,0.0,0.0,1.0,95,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
5,142895.63805389646,2192,1939,720,240,1,1052,192295.43697272782,1.0,1939.0,2,1997,0.0,8,0.0,720,1.0,1.0,1.0,0.0,1,0.0,148419.07240851008,8400,378,1.0,24,149871.79960697473,1.0,0.0,342,8,0.0,0.0,1.0,0.0,0.0,262,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0
5,100558.22792898362,778,1940,740,924,1,778,96075.68033176576,1.0,1966.0,1,1955,1.0,4,0.0,0,0.0,0.0,1.0,0.0,1,0.0,214512.41271653058,6900,403,0.0,25,213810.05460707544,1.0,0.0,212,6,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,128324.91096764662,1113,1976,1143,504,1,1113,185223.20977053,1.0,1987.0,1,1976,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,0.0,167674.37296794492,7917,751,0.0,30,163093.5197072826,0.0,1.0,392,7,0.0,0.0,0.0,1.0,0.0,370,0.0,1.0,0.0,0.0,1,174.0,1.0,0.0,0.0,0.0,0.0
8,225276.7062524152,1939,2006,1095,1053,3,1095,239909.0510660367,0.0,2006.0,2,2006,0.0,8,1.0,844,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,10728,0,0.0,51,213810.05460707544,0.0,1.0,1095,5,0.0,0.0,0.0,0.0,0.0,192,0.0,0.0,0.0,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0
7,212341.06662972306,1363,1954,1385,439,2,1363,185223.20977053,1.0,1954.0,1,2005,1.0,5,0.0,0,0.0,0.0,0.0,0.0,2,1.0,168130.415463841,39104,226,1.0,0,175951.59962068568,1.0,1.0,96,7,0.0,0.0,0.0,0.0,0.0,81,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
8,334545.9727902473,2270,1999,1152,671,3,1164,239909.0510660367,0.0,1999.0,2,2007,0.0,9,1.0,1106,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,11764,524,0.0,57,213810.05460707544,1.0,1.0,628,7,1.0,0.0,0.0,0.0,1.0,132,0.0,0.0,0.0,1.0,1,348.0,0.0,0.0,0.0,0.0,0.0
6,145878.23747317135,1632,1958,1240,338,1,1632,185223.20977053,1.0,1958.0,2,1988,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,0.0,148419.07240851008,9600,620,0.0,0,149871.79960697473,0.0,1.0,0,6,0.0,0.0,0.0,0.0,0.0,289,0.0,1.0,0.0,1.0,0,183.0,1.0,1.0,0.0,0.0,0.0
5,156370.3674584998,816,1982,816,264,1,816,185223.20977053,1.0,1982.0,1,1982,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,231744.39851170077,8314,546,1.0,0,163093.5197072826,0.0,1.0,270,7,0.0,0.0,0.0,1.0,0.0,168,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,125026.82266251187,1548,1925,952,672,2,952,143355.16004825375,0.0,1978.0,2,2007,0.0,5,1.0,596,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,7264,0,1.0,0,149871.79960697473,0.0,0.0,952,7,0.0,0.0,1.0,0.0,0.0,74,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,156370.3674584998,1560,2003,1560,573,2,1560,185223.20977053,0.0,2003.0,2,2003,0.0,7,1.0,0,1.0,1.0,0.0,1.0,0,0.0,214512.41271653058,9196,0,0.0,150,213810.05460707544,1.0,1.0,1560,5,1.0,1.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
4,192824.3949363408,864,1951,864,400,2,864,185223.20977053,1.0,1951.0,1,1951,1.0,4,0.0,0,0.0,0.0,1.0,1.0,0,0.0,214512.41271653058,19138,120,1.0,0,213810.05460707544,1.0,0.0,744,5,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
9,315920.0010227745,2121,2006,2121,732,3,2121,185223.20977053,0.0,2007.0,2,2007,0.0,8,0.0,0,1.0,0.0,0.0,0.0,1,0.0,229930.4996504683,14450,0,0.0,98,231524.77253199657,1.0,1.0,2121,5,1.0,1.0,0.0,0.0,0.0,124,1.0,0.0,0.0,0.0,1,315.0,0.0,1.0,0.0,1.0,1.0
7,212341.06662972306,2022,1977,1160,505,2,1156,239909.0510660367,1.0,1977.0,2,1977,1.0,8,0.0,866,0.0,0.0,0.0,0.0,1,1.0,168130.415463841,10005,392,0.0,117,175951.59962068568,1.0,1.0,768,5,1.0,0.0,0.0,0.0,0.0,288,0.0,1.0,0.0,0.0,1,299.0,0.0,1.0,0.0,0.0,0.0
7,186536.79187429376,1982,1989,807,575,2,1175,239909.0510660367,0.0,1989.0,2,1989,0.0,7,1.0,807,0.0,1.0,0.0,0.0,1,1.0,168130.415463841,11287,421,0.0,84,175951.59962068568,0.0,1.0,386,6,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,1,340.0,0.0,1.0,0.0,0.0,0.0
6,225276.7062524152,1262,2006,1262,572,2,1262,185223.20977053,0.0,2006.0,2,2006,0.0,5,1.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,7200,905,0.0,120,213810.05460707544,0.0,1.0,357,5,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,68.0,0.0,1.0,0.0,1.0,1.0
7,315920.0010227745,1314,2007,1314,626,2,1314,200733.55595135537,0.0,2008.0,2,2008,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,5063,904,0.0,62,213810.05460707544,1.0,1.0,410,5,0.0,0.0,0.0,0.0,1.0,172,0.0,0.0,0.0,1.0,0,166.0,1.0,1.0,0.0,0.0,0.0
8,225276.7062524152,1468,2008,1468,898,3,1468,185223.20977053,0.0,2008.0,2,2009,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,9612,0,0.0,150,213810.05460707544,1.0,1.0,1468,5,1.0,0.0,0.0,0.0,0.0,210,0.0,0.0,0.0,1.0,0,72.0,0.0,1.0,0.0,1.0,1.0
6,186536.79187429376,1575,1992,1575,529,2,1575,200733.55595135537,0.0,1992.0,2,1992,0.0,5,1.0,0,1.0,1.0,0.0,1.0,0,1.0,231744.39851170077,8012,430,0.0,0,175951.59962068568,0.0,1.0,1145,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,225276.7062524152,1250,2006,625,528,2,625,138781.1879581992,0.0,2006.0,2,2007,0.0,5,1.0,625,1.0,1.0,0.0,1.0,0,1.0,149832.2365964435,4251,0,0.0,54,149450.79509063665,1.0,0.0,625,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0
6,145878.23747317135,1734,1962,912,440,2,1085,143355.16004825375,1.0,1962.0,1,1981,0.0,7,0.0,649,0.0,1.0,1.0,0.0,1,0.0,148419.07240851008,9786,600,0.0,0,149871.79960697473,0.0,1.0,312,7,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0
4,145878.23747317135,858,1971,858,0,0,858,185223.20977053,1.0,0.0,1,1971,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,167674.37296794492,8125,614,0.0,0,163093.5197072826,0.0,0.0,244,4,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
5,136912.1034900026,900,1967,882,280,1,900,185223.20977053,1.0,1970.0,1,1967,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,9819,450,1.0,0,149450.79509063665,0.0,0.0,432,5,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,31.0,0.0,0.0,0.0,0.0,0.0
6,125026.82266251187,1396,1915,698,384,1,698,166819.45313884038,1.0,2003.0,1,2003,1.0,7,0.0,698,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,8730,0,1.0,0,149871.79960697473,1.0,0.0,698,7,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
8,197943.08974006787,1919,2006,1079,685,2,1079,239909.0510660367,0.0,2006.0,2,2006,0.0,8,1.0,840,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,15611,0,0.0,51,213810.05460707544,1.0,1.0,1079,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0
5,142895.63805389646,1716,1912,780,0,0,936,129953.18142245663,1.0,0.0,2,2000,0.0,9,0.0,780,1.0,0.0,1.0,1.0,0,0.0,214512.41271653058,5687,210,0.0,184,213810.05460707544,1.0,0.0,570,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,128324.91096764662,1716,1949,768,281,1,1148,143355.16004825375,1.0,1949.0,1,2008,1.0,8,0.0,568,0.0,0.0,1.0,0.0,1,0.0,148419.07240851008,11409,292,1.0,0,149871.79960697473,0.0,1.0,476,4,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,189027.88359232503,2263,1977,795,539,2,1468,239909.0510660367,1.0,1977.0,2,1994,0.0,9,0.0,795,0.0,1.0,1.0,0.0,1,0.0,168130.415463841,16659,795,0.0,250,175951.59962068568,0.0,1.0,0,7,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1,34.0,0.0,0.0,0.0,0.0,0.0
6,145878.23747317135,1644,1953,1416,418,2,1644,185223.20977053,1.0,1953.0,1,1953,1.0,7,0.0,0,0.0,0.0,1.0,0.0,2,0.0,167674.37296794492,9600,1285,0.0,0,163093.5197072826,0.0,1.0,131,5,1.0,0.0,0.0,1.0,1.0,110,0.0,1.0,0.0,1.0,0,238.0,0.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1003,1984,1003,588,2,1003,169814.79159017815,1.0,1984.0,1,1984,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,167674.37296794492,7937,819,1.0,0,163093.5197072826,0.0,0.0,184,6,0.0,0.0,1.0,1.0,1.0,120,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
5,100558.22792898362,1558,1950,910,282,1,910,143355.16004825375,1.0,1950.0,1,1950,1.0,6,0.0,648,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,13710,420,1.0,0,149871.79960697473,0.0,1.0,490,5,0.0,0.0,0.0,1.0,0.0,289,0.0,1.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,225276.7062524152,1950,1997,975,576,2,975,239909.0510660367,0.0,1997.0,2,1998,0.0,7,1.0,975,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,7399,649,0.0,10,213810.05460707544,1.0,0.0,326,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1600.0,1.0,0.0,0.0,0.0,0.0
6,189027.88359232503,1743,1968,702,539,2,1041,239909.0510660367,0.0,1968.0,1,1968,1.0,7,1.0,702,0.0,0.0,1.0,0.0,1,0.0,148732.59869773817,11700,384,1.0,0,163093.5197072826,0.0,1.0,143,6,0.0,0.0,0.0,0.0,0.0,224,0.0,1.0,0.0,1.0,2,365.0,0.0,1.0,0.0,0.0,0.0
6,210508.73201090217,1152,1950,1092,300,1,1152,185223.20977053,1.0,1950.0,1,2004,0.0,6,0.0,0,0.0,1.0,1.0,0.0,1,0.0,167674.37296794492,14000,0,1.0,36,163093.5197072826,1.0,1.0,1092,8,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,210508.73201090217,1336,1953,1165,375,1,1336,129953.18142245663,1.0,1953.0,1,1953,1.0,5,0.0,0,0.0,0.0,1.0,0.0,2,0.0,149832.2365964435,15750,841,1.0,0,149450.79509063665,0.0,1.0,324,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0,56.0,0.0,1.0,0.0,0.0,0.0
8,197943.08974006787,2452,1998,1028,683,2,1210,239909.0510660367,0.0,1998.0,2,1999,0.0,9,1.0,1242,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,16226,281,0.0,50,213810.05460707544,1.0,0.0,747,5,1.0,0.0,0.0,0.0,1.0,208,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
7,197943.08974006787,1541,2001,1541,843,3,1541,185223.20977053,0.0,2001.0,2,2002,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,13704,0,0.0,81,213810.05460707544,1.0,1.0,1541,5,0.0,0.0,0.0,0.0,0.0,468,0.0,0.0,0.0,0.0,0,150.0,1.0,0.0,0.0,0.0,0.0
5,197943.08974006787,894,1972,894,552,2,894,185223.20977053,1.0,1975.0,1,1972,1.0,5,0.0,0,1.0,0.0,1.0,1.0,0,0.0,214512.41271653058,9800,894,1.0,0,213810.05460707544,0.0,1.0,0,7,0.0,0.0,0.0,1.0,0.0,256,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,128318.41942542572,3493,1880,1470,870,3,1675,192295.43697272782,1.0,2003.0,3,2002,0.0,10,0.0,1818,0.0,1.0,1.0,0.0,1,0.0,229930.4996504683,18386,0,1.0,0,231524.77253199657,1.0,1.0,1470,9,0.0,0.0,0.0,0.0,0.0,302,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
8,197943.08974006787,2000,2004,2000,888,3,2000,185223.20977053,0.0,2004.0,2,2005,0.0,8,1.0,0,1.0,1.0,0.0,1.0,0,1.0,229930.4996504683,10386,1464,0.0,0,231524.77253199657,1.0,1.0,536,5,1.0,0.0,0.0,0.0,1.0,168,0.0,0.0,0.0,0.0,0,246.0,0.0,1.0,0.0,0.0,0.0
7,186536.79187429376,2243,1990,700,746,3,1122,239909.0510660367,0.0,1990.0,2,1991,0.0,8,1.0,1121,0.0,1.0,0.0,0.0,1,1.0,168130.415463841,13474,700,0.0,44,163093.5197072826,0.0,1.0,0,5,0.0,0.0,0.0,0.0,0.0,127,0.0,1.0,0.0,0.0,1,246.0,1.0,1.0,0.0,0.0,0.0
6,100558.22792898362,1406,1920,319,0,0,1035,143355.16004825375,1.0,0.0,1,1950,0.0,6,0.0,371,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,7920,0,0.0,144,149450.79509063665,0.0,0.0,319,7,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
4,128324.91096764662,861,1940,861,539,2,861,96075.68033176576,1.0,1961.0,1,1950,1.0,4,0.0,0,0.0,0.0,1.0,1.0,0,0.0,214512.41271653058,12342,262,1.0,0,213810.05460707544,1.0,0.0,599,5,0.0,0.0,1.0,0.0,0.0,158,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
9,315920.0010227745,1944,2003,1896,708,3,1944,185223.20977053,0.0,2003.0,2,2004,0.0,8,1.0,0,1.0,0.0,0.0,0.0,3,0.0,214512.41271653058,12378,1274,0.0,175,213810.05460707544,1.0,1.0,622,5,1.0,1.0,0.0,0.0,1.0,208,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
6,192824.3949363408,1501,1993,697,420,2,697,239909.0510660367,1.0,1993.0,2,1994,0.0,6,0.0,804,1.0,1.0,0.0,0.0,1,1.0,167674.37296794492,7685,518,0.0,63,163093.5197072826,0.0,1.0,179,5,1.0,0.0,0.0,0.0,0.0,190,0.0,0.0,0.0,0.0,1,112.0,0.0,0.0,0.0,0.0,0.0
6,145878.23747317135,972,1948,972,240,1,972,185223.20977053,1.0,1948.0,1,2002,1.0,5,0.0,0,0.0,0.0,1.0,0.0,1,0.0,214512.41271653058,8000,680,1.0,0,213810.05460707544,1.0,0.0,292,6,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,128318.41942542572,1118,1939,793,410,2,793,129953.18142245663,1.0,1939.0,1,1950,1.0,5,0.0,325,0.0,0.0,0.0,0.0,1,1.0,149832.2365964435,7800,507,1.0,0,149450.79509063665,0.0,0.0,286,7,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,243927.12577844597,2036,1965,2136,513,2,2036,185223.20977053,1.0,1965.0,2,1965,1.0,8,0.0,0,0.0,0.0,0.0,0.0,2,1.0,195699.84440310282,215245,1236,0.0,0,194518.646991199,0.0,1.0,80,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0
7,128318.41942542572,1641,1925,728,546,2,832,166819.45313884038,1.0,1925.0,1,1990,0.0,6,0.0,809,0.0,0.0,1.0,0.0,1,0.0,148419.07240851008,9600,16,1.0,0,149871.79960697473,1.0,0.0,712,7,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1432,2004,716,432,2,716,239909.0510660367,0.0,2004.0,2,2005,0.0,6,1.0,716,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,7795,425,0.0,51,213810.05460707544,1.0,1.0,291,5,1.0,0.0,0.0,0.0,1.0,100,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0
7,189027.88359232503,2353,1980,845,484,2,1153,239909.0510660367,0.0,1983.0,2,1980,0.0,10,1.0,1200,0.0,0.0,0.0,0.0,1,1.0,229930.4996504683,13005,692,0.0,195,231524.77253199657,0.0,1.0,153,7,0.0,0.0,0.0,1.0,1.0,288,1.0,1.0,0.0,0.0,1,278.0,1.0,0.0,0.0,0.0,0.0
8,225276.7062524152,1959,2006,1088,1025,3,1088,239909.0510660367,0.0,2006.0,2,2006,0.0,8,1.0,871,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,9000,0,0.0,46,213810.05460707544,1.0,1.0,1088,5,0.0,0.0,0.0,0.0,0.0,208,0.0,0.0,0.0,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,334545.9727902473,2646,1993,1347,656,3,1372,239909.0510660367,0.0,1993.0,2,1993,0.0,9,1.0,1274,1.0,1.0,0.0,0.0,1,1.0,167674.37296794492,9900,987,0.0,60,163093.5197072826,1.0,1.0,360,5,0.0,0.0,0.0,0.0,1.0,340,0.0,0.0,0.0,0.0,1,256.0,1.0,1.0,0.0,0.0,0.0
7,189027.88359232503,1472,1980,1372,588,2,1472,169814.79159017815,1.0,1980.0,2,1980,1.0,6,0.0,0,0.0,0.0,0.0,0.0,2,1.0,168130.415463841,14115,1036,1.0,48,175951.59962068568,0.0,1.0,336,5,0.0,0.0,0.0,1.0,1.0,233,0.0,1.0,0.0,0.0,0,225.0,0.0,1.0,0.0,0.0,0.0
9,315920.0010227745,2596,2006,1249,840,3,1249,239909.0510660367,1.0,2006.0,3,2006,0.0,9,0.0,1347,1.0,1.0,0.0,1.0,0,0.0,214512.41271653058,16259,0,0.0,154,213810.05460707544,1.0,1.0,1249,5,0.0,1.0,0.0,0.0,0.0,240,0.0,0.0,0.0,0.0,1,370.0,1.0,1.0,0.0,1.0,1.0
8,315920.0010227745,2468,2004,1136,872,3,1136,239909.0510660367,0.0,2004.0,2,2004,0.0,10,1.0,1332,1.0,1.0,0.0,0.0,1,0.0,214512.41271653058,12099,970,0.0,154,213810.05460707544,1.0,0.0,166,5,1.0,1.0,0.0,0.0,1.0,184,0.0,0.0,0.0,1.0,1,388.0,0.0,0.0,0.0,0.0,0.0
7,186536.79187429376,2730,1986,1502,576,2,1553,239909.0510660367,0.0,1987.0,2,1987,0.0,8,1.0,1177,0.0,1.0,1.0,0.0,1,0.0,168130.415463841,10380,28,0.0,96,175951.59962068568,1.0,1.0,0,5,1.0,0.0,0.0,0.0,0.0,201,0.0,1.0,0.0,0.0,1,172.0,0.0,0.0,0.0,0.0,0.0
3,128318.41942542572,1163,1955,1162,220,1,1163,185223.20977053,1.0,1955.0,1,2005,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,214512.41271653058,5820,256,1.0,98,213810.05460707544,1.0,1.0,906,8,0.0,0.0,0.0,0.0,0.0,142,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,145878.23747317135,2978,1967,710,564,2,1898,169814.79159017815,0.0,1961.0,2,2007,0.0,11,1.0,1080,0.0,1.0,0.0,0.0,1,1.0,148419.07240851008,11275,0,0.0,0,149871.79960697473,1.0,0.0,710,7,1.0,0.0,0.0,0.0,0.0,240,0.0,1.0,0.0,1.0,1,300.0,0.0,1.0,0.0,0.0,0.0
5,100558.22792898362,803,1941,720,360,2,803,109777.54745558939,1.0,1941.0,1,1950,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,5000,116,1.0,0,149450.79509063665,0.0,0.0,604,6,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
8,237739.82847840988,1719,1993,1719,473,2,1719,200733.55595135537,0.0,1993.0,1,1993,0.0,6,1.0,0,1.0,1.0,0.0,0.0,2,1.0,195699.84440310282,10846,1619,0.0,30,194518.646991199,1.0,1.0,100,5,1.0,0.0,0.0,0.0,1.0,122,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0
6,145878.23747317135,1383,1960,1383,292,1,1383,185223.20977053,1.0,1960.0,1,1960,1.0,7,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,11600,565,0.0,45,149871.79960697473,0.0,1.0,818,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,1,175.0,1.0,1.0,0.0,0.0,0.0
