Attribute,Category,Count,Median_Price
ExterQual,Fa,14,82250.0
ExterCond,TA,1282,167370.0
ExterCond,Gd,146,151250.0
ExterCond,Fa,28,95750.0
ExterCond,Ex,3,161000.0
ExterCond,Po,1,76500.0
Foundation,PConc,647,205000.0
Foundation,CBlock,634,141500.0
Foundation,BrkTil,146,125250.0
Foundation,Slab,24,104150.0
Foundation,Stone,6,126500.0
Foundation,Wood,3,164000.0
BsmtQual,TA,649,135500.0
BsmtQual,Gd,618,192070.0
BsmtQual,Ex,121,318000.0
BsmtQual,Fa,35,112000.0
BsmtCond,TA,1311,165000.0
BsmtCond,Gd,65,193879.0
BsmtCond,Fa,45,118500.0
BsmtCond,Po,2,64000.0
BsmtExposure,No,953,154000.0
BsmtExposure,Av,221,185850.0
BsmtExposure,Gd,134,226975.0
BsmtExposure,Mn,114,182450.0
BsmtFinType1,Unf,430,161750.0
BsmtFinType1,GLQ,418,213750.0
BsmtFinType1,ALQ,220,149250.0
BsmtFinType1,BLQ,148,139100.0
BsmtFinType1,Rec,133,142000.0
BsmtFinType1,LwQ,74,139000.0
BsmtFinSF1,0,467,153900.0
BsmtFinSF1,24,12,206000.0
BsmtFinSF1,16,9,191000.0
BsmtFinSF1,686,5,145000.0
BsmtFinSF1,936,5,160000.0
BsmtFinSF1,20,5,194700.0
BsmtFinSF1,662,5,149000.0
BsmtFinSF1,616,5,124000.0
BsmtFinSF1,360,4,128500.0
BsmtFinSF1,600,4,130475.0
BsmtFinSF1,560,4,155000.0
BsmtFinSF1,504,4,139500.0
BsmtFinSF1,588,4,133750.0
BsmtFinSF1,641,4,147750.0
BsmtFinSF1,312,4,120500.0
BsmtFinSF1,697,4,158400.0
BsmtFinSF1,495,4,103500.0
BsmtFinSF1,300,4,181950.0
BsmtFinSF1,1200,4,192100.0
BsmtFinSF1,547,4,146500.0
BsmtFinSF1,384,4,125800.0
BsmtFinSF1,428,4,212950.0
BsmtFinSF1,655,4,220000.0
BsmtFinSF1,553,4,115250.0
BsmtFinSF1,442,4,146500.0
BsmtFinSF1,400,4,156500.0
BsmtFinSF1,565,3,145250.0
BsmtFinSF1,633,3,179900.0
BsmtFinSF1,595,3,149900.0
BsmtFinSF1,340,3,154000.0
BsmtFinSF1,490,3,180500.0
BsmtFinSF1,510,3,130000.0
BsmtFinSF1,280,3,119000.0
BsmtFinSF1,456,3,147000.0
BsmtFinSF1,182,3,159434.0
BsmtFinSF1,1218,3,274000.0
BsmtFinSF1,643,3,160000.0
BsmtFinSF1,570,3,136000.0
BsmtFinSF1,250,3,134000.0
BsmtFinSF1,120,3,140000.0
BsmtFinSF1,660,3,160000.0
BsmtFinSF1,680,3,141000.0
BsmtFinSF1,1036,3,187500.0
BsmtFinSF1,450,3,130000.0
BsmtFinSF1,700,3,225000.0
BsmtFinSF1,28,3,266000.0
BsmtFinSF1,168,3,136000.0
BsmtFinSF1,685,3,140000.0
BsmtFinSF1,1274,3,312500.0
BsmtFinSF1,403,3,133000.0
BsmtFinSF1,816,3,138000.0
BsmtFinSF1,672,3,137000.0
BsmtFinSF1,674,3,167900.0
BsmtFinSF1,297,3,262500.0
BsmtFinSF1,767,3,175000.0
BsmtFinSF1,378,3,177500.0
BsmtFinSF1,528,3,176500.0
BsmtFinSF1,733,3,180000.0
BsmtFinSF1,732,3,143000.0
BsmtFinSF1,789,3,220000.0
BsmtFinSF1,690,3,203000.0
BsmtFinSF1,786,3,187500.0
BsmtFinSF1,812,3,190000.0
BsmtFinSF1,247,3,165150.0
BsmtFinSF1,425,3,188500.0
BsmtFinSF1,1056,3,144000.0
BsmtFinSF1,828,3,192000.0
BsmtFinSF1,180,3,125000.0
BsmtFinSF1,210,3,130000.0
BsmtFinSF1,288,3,109008.0
BsmtFinSF1,375,3,131000.0
BsmtFinSF1,500,3,200000.0
BsmtFinSF1,625,3,207500.0
BsmtFinSF1,624,3,168500.0
BsmtFinSF1,904,3,230000.0
BsmtFinSF1,338,3,152000.0
BsmtFinSF1,659,3,131500.0
BsmtFinSF1,336,3,127000.0
BsmtFinSF1,1201,3,220000.0
BsmtFinSF1,648,3,189000.0
BsmtFinSF1,626,3,184000.0
BsmtFinSF1,656,3,145000.0
BsmtFinSF1,507,3,145000.0
BsmtFinSF1,695,3,205000.0
BsmtFinSF1,1300,3,260000.0
BsmtFinSF1,569,3,143000.0
BsmtFinSF1,196,3,143500.0
BsmtFinSF1,765,2,217500.0
BsmtFinSF1,747,2,145500.0
BsmtFinSF1,593,2,159950.0
BsmtFinSF1,234,2,132400.0
BsmtFinSF1,104,2,112500.0
BsmtFinSF1,275,2,220500.0
BsmtFinSF1,353,2,172050.0
BsmtFinSF1,1258,2,220000.0
BsmtFinSF1,1039,2,238500.0
BsmtFinSF1,788,2,190250.0
BsmtFinSF1,1159,2,177350.0
BsmtFinSF1,603,2,225000.0
BsmtFinSF1,739,2,174250.0
BsmtFinSF1,649,2,205750.0
BsmtFinSF1,390,2,145000.0
BsmtFinSF1,57,2,246250.0
BsmtFinSF1,1400,2,303701.0
BsmtFinSF1,716,2,139000.0
BsmtFinSF1,1288,2,311312.0
BsmtFinSF1,351,2,197750.0
BsmtFinSF1,370,2,192000.0
BsmtFinSF1,1016,2,275500.0
BsmtFinSF1,975,2,204650.0
BsmtFinSF1,1005,2,197500.0
BsmtFinSF1,821,2,175750.0
BsmtFinSF1,567,2,161500.0
BsmtFinSF1,784,2,122000.0
BsmtFinSF1,116,2,87000.0
BsmtFinSF1,539,2,158350.0
BsmtFinSF1,663,2,167750.0
BsmtFinSF1,209,2,127250.0
BsmtFinSF1,432,2,107500.0
BsmtFinSF1,405,2,125375.0
BsmtFinSF1,1024,2,162750.0
BsmtFinSF1,814,2,178000.0
BsmtFinSF1,552,2,143000.0
BsmtFinSF1,740,2,222000.0
BsmtFinSF1,220,2,136000.0
BsmtFinSF1,505,2,173750.0
BsmtFinSF1,444,2,155950.0
BsmtFinSF1,419,2,158500.0
BsmtFinSF1,460,2,138750.0
BsmtFinSF1,156,2,167500.0
BsmtFinSF1,513,2,176500.0
BsmtFinSF1,483,2,184750.0
BsmtFinSF1,1040,2,145500.0
BsmtFinSF1,462,2,145500.0
BsmtFinSF1,410,2,202250.0
BsmtFinSF1,902,2,161250.0
BsmtFinSF1,932,2,192000.0
BsmtFinSF1,285,2,115250.0
BsmtFinSF1,666,2,178500.0
BsmtFinSF1,319,2,150250.0
BsmtFinSF1,1000,2,206500.0
BsmtFinSF1,1153,2,281750.0
BsmtFinSF1,492,2,120000.0
BsmtFinSF1,763,2,132250.0
BsmtFinSF1,735,2,180250.0
BsmtFinSF1,550,2,202400.0
BsmtFinSF1,341,2,282250.0
BsmtFinSF1,468,2,106500.0
BsmtFinSF1,1065,2,260500.0
BsmtFinSF1,187,2,129000.0
BsmtFinSF1,988,2,171950.0
BsmtFinSF1,311,2,147250.0
BsmtFinSF1,1059,2,210000.0
BsmtFinSF1,1088,2,199900.0
BsmtFinSF1,822,2,167589.0
BsmtFinSF1,980,2,166500.0
BsmtFinSF1,533,2,173250.0
BsmtFinSF1,524,2,193500.0
BsmtFinSF1,945,2,259750.0
BsmtFinSF1,724,2,189250.0
BsmtFinSF1,1148,2,203750.0
BsmtFinSF1,831,2,188250.0
BsmtFinSF1,381,2,185000.0
BsmtFinSF1,152,2,151750.0
BsmtFinSF1,352,2,165300.0
BsmtFinSF1,866,2,223000.0
BsmtFinSF1,637,2,137500.0
BsmtFinSF1,604,2,165000.0
BsmtFinSF1,290,2,84000.0
BsmtFinSF1,231,2,131050.0
BsmtFinSF1,728,2,246000.0
BsmtFinSF1,454,2,203400.0
BsmtFinSF1,594,2,156650.0
BsmtFinSF1,226,2,207000.0
BsmtFinSF1,546,2,199750.0
BsmtFinSF1,922,2,183000.0
BsmtFinSF1,738,2,202950.0
BsmtFinSF1,493,2,204000.0
BsmtFinSF1,48,2,276406.5
BsmtFinSF1,457,2,163600.0
BsmtFinSF1,392,2,148450.0
BsmtFinSF1,503,2,223250.0
BsmtFinSF1,929,2,262211.0
BsmtFinSF1,329,2,147250.0
BsmtFinSF1,56,2,338125.0
BsmtFinSF1,523,2,162750.0
BsmtFinSF1,1084,2,151450.0
BsmtFinSF1,1219,2,251312.0
BsmtFinSF1,348,2,83000.0
BsmtFinSF1,1249,2,303188.0
BsmtFinSF1,111,2,128750.0
BsmtFinSF1,650,2,149950.0
BsmtFinSF1,719,2,246375.0
BsmtFinSF1,584,2,186250.0
BsmtFinSF1,420,2,160250.0
BsmtFinSF1,619,2,189750.0
BsmtFinSF1,841,2,144250.0
BsmtFinSF1,1309,2,214900.0
BsmtFinSF1,986,2,272500.0
BsmtFinSF1,664,2,177700.0
BsmtFinSF1,387,2,130650.0
BsmtFinSF1,544,2,171217.5
BsmtFinSF1,836,2,129000.0
BsmtFinSF1,1567,2,285000.0
BsmtFinSF1,368,2,158500.0
BsmtFinSF1,256,2,163087.5
BsmtFinSF1,144,2,180125.0
BsmtFinSF1,1410,2,391077.0
BsmtFinSF1,956,2,260000.0
BsmtFinSF1,399,2,152000.0
BsmtFinSF1,1116,2,203000.0
BsmtFinSF1,712,2,201500.0
BsmtFinSF1,50,2,131655.5
BsmtFinSF1,298,2,151000.0
BsmtFinSF1,266,2,140500.0
BsmtFinSF1,777,2,136500.0
BsmtFinSF1,498,2,170750.0
BsmtFinSF1,334,2,130500.0
BsmtFinSF1,350,2,108000.0
BsmtFinSF1,540,2,150750.0
BsmtFinSF1,371,2,161500.0
BsmtFinSF1,578,2,185500.0
BsmtFinSF1,646,2,147750.0
BsmtFinSF1,315,2,151000.0
BsmtFinSF1,790,2,230000.0
BsmtFinSF1,998,2,260000.0
BsmtFinSF1,216,2,154000.0
BsmtFinSF1,486,2,180250.0
BsmtFinSF1,706,2,209750.0
BsmtFinSF1,830,1,147500.0
BsmtFinSF1,978,1,181500.0
BsmtFinSF1,1369,1,307000.0
BsmtFinSF1,859,1,200000.0
BsmtFinSF1,851,1,118000.0
BsmtFinSF1,906,1,129500.0
BsmtFinSF1,737,1,144000.0
BsmtFinSF1,734,1,149900.0
BsmtFinSF1,189,1,156500.0
BsmtFinSF1,482,1,302000.0
BsmtFinSF1,925,1,203000.0
BsmtFinSF1,1406,1,335000.0
BsmtFinSF1,746,1,138000.0
BsmtFinSF1,1572,1,325000.0
BsmtFinSF1,694,1,225000.0
BsmtFinSF1,5644,1,160000.0
BsmtFinSF1,776,1,155000.0
BsmtFinSF1,167,1,115000.0
BsmtFinSF1,194,1,162900.0
BsmtFinSF1,179,1,141000.0
BsmtFinSF1,967,1,170000.0
BsmtFinSF1,731,1,109000.0
BsmtFinSF1,1213,1,153000.0
BsmtFinSF1,1018,1,165500.0
BsmtFinSF1,775,1,142000.0
BsmtFinSF1,1128,1,239000.0
BsmtFinSF1,609,1,159000.0
BsmtFinSF1,162,1,118000.0
BsmtFinSF1,773,1,156000.0
BsmtFinSF1,874,1,134000.0
BsmtFinSF1,388,1,140000.0
BsmtFinSF1,236,1,95000.0
BsmtFinSF1,1082,1,190000.0
BsmtFinSF1,573,1,154000.0
BsmtFinSF1,1270,1,157500.0
BsmtFinSF1,129,1,85000.0
BsmtFinSF1,241,1,119000.0
BsmtFinSF1,1280,1,426000.0
BsmtFinSF1,631,1,125000.0
BsmtFinSF1,985,1,240000.0
BsmtFinSF1,386,1,146500.0
BsmtFinSF1,778,1,167000.0
BsmtFinSF1,326,1,188700.0
BsmtFinSF1,185,1,110000.0
BsmtFinSF1,916,1,175500.0
BsmtFinSF1,1606,1,188000.0
BsmtFinSF1,742,1,204000.0
BsmtFinSF1,331,1,120000.0
BsmtFinSF1,642,1,210000.0
BsmtFinSF1,133,1,118000.0
BsmtFinSF1,1767,1,555000.0
BsmtFinSF1,365,1,90350.0
BsmtFinSF1,385,1,212000.0
BsmtFinSF1,471,1,122500.0
BsmtFinSF1,1518,1,275000.0
BsmtFinSF1,1246,1,215000.0
BsmtFinSF1,1619,1,324000.0
BsmtFinSF1,970,1,354000.0
BsmtFinSF1,987,1,260000.0
BsmtFinSF1,692,1,260000.0
BsmtFinSF1,374,1,155000.0
BsmtFinSF1,515,1,86000.0
BsmtFinSF1,607,1,147000.0
BsmtFinSF1,897,1,164000.0
BsmtFinSF1,299,1,155000.0
BsmtFinSF1,1261,1,326000.0
BsmtFinSF1,994,1,208900.0
BsmtFinSF1,630,1,132500.0
BsmtFinSF1,1196,1,251000.0
BsmtFinSF1,1350,1,440000.0
BsmtFinSF1,459,1,148000.0
BsmtFinSF1,426,1,187000.0
BsmtFinSF1,991,1,124500.0
BsmtFinSF1,141,1,161000.0
BsmtFinSF1,27,1,208300.0
BsmtFinSF1,380,1,215000.0
BsmtFinSF1,257,1,147000.0
BsmtFinSF1,1247,1,289000.0
BsmtFinSF1,698,1,140000.0
BsmtFinSF1,356,1,113000.0
BsmtFinSF1,1231,1,430000.0
BsmtFinSF1,585,1,155000.0
BsmtFinSF1,213,1,202500.0
BsmtFinSF1,810,1,214000.0
BsmtFinSF1,720,1,207000.0
BsmtFinSF1,1124,1,284000.0
BsmtFinSF1,846,1,139000.0
BsmtFinSF1,40,1,119000.0
BsmtFinSF1,1285,1,167000.0
BsmtFinSF1,795,1,235000.0
BsmtFinSF1,292,1,131000.0
BsmtFinSF1,559,1,140000.0
BsmtFinSF1,1002,1,229000.0
BsmtFinSF1,554,1,179665.0
BsmtFinSF1,1260,1,315000.0
BsmtFinSF1,1358,1,272000.0
BsmtFinSF1,673,1,158000.0
BsmtFinSF1,969,1,107500.0
BsmtFinSF1,783,1,175000.0
BsmtFinSF1,1330,1,446261.0
BsmtFinSF1,377,1,132000.0
BsmtFinSF1,2260,1,184750.0
BsmtFinSF1,1436,1,402861.0
BsmtFinSF1,521,1,129900.0
BsmtFinSF1,349,1,139000.0
BsmtFinSF1,414,1,120000.0
BsmtFinSF1,943,1,135960.0
BsmtFinSF1,1441,1,316600.0
BsmtFinSF1,2,1,214000.0
BsmtFinSF1,1071,1,170000.0
BsmtFinSF1,1302,1,121500.0
BsmtFinSF1,895,1,141000.0
BsmtFinSF1,308,1,112500.0
BsmtFinSF1,1236,1,375000.0
BsmtFinSF1,518,1,165600.0
BsmtFinSF1,262,1,82500.0
BsmtFinSF1,1464,1,305900.0
BsmtFinSF1,894,1,149900.0
BsmtFinSF1,281,1,267000.0
BsmtFinSF1,819,1,142500.0
BsmtFinSF1,714,1,185000.0
BsmtFinSF1,506,1,151000.0
BsmtFinSF1,361,1,231500.0
BsmtFinSF1,1334,1,220000.0
BsmtFinSF1,150,1,75500.0
BsmtFinSF1,206,1,147000.0
BsmtFinSF1,990,1,261500.0
BsmtFinSF1,605,1,148000.0
BsmtFinSF1,903,1,118500.0
BsmtFinSF1,81,1,151000.0
BsmtFinSF1,1283,1,217500.0
BsmtFinSF1,1422,1,319000.0
BsmtFinSF1,1338,1,451950.0
BsmtFinSF1,1324,1,143000.0
BsmtFinSF1,1460,1,369900.0
BsmtFinSF1,328,1,164500.0
BsmtFinSF1,321,1,106000.0
BsmtFinSF1,806,1,145500.0
BsmtFinSF1,1696,1,350000.0
BsmtFinSF1,131,1,84500.0
BsmtFinSF1,282,1,143250.0
BsmtFinSF1,1121,1,370878.0
BsmtFinSF1,1154,1,264561.0
BsmtFinSF1,480,1,139400.0
BsmtFinSF1,41,1,67000.0
BsmtFinSF1,871,1,305000.0
BsmtFinSF1,614,1,88000.0
BsmtFinSF1,430,1,179200.0
BsmtFinSF1,905,1,185000.0
BsmtFinSF1,421,1,228500.0
BsmtFinSF1,620,1,139000.0
BsmtFinSF1,751,1,148000.0
BsmtFinSF1,892,1,140000.0
BsmtFinSF1,1186,1,257500.0
BsmtFinSF1,551,1,103600.0
BsmtFinSF1,193,1,173500.0
BsmtFinSF1,1138,1,193500.0
BsmtFinSF1,1721,1,423000.0
BsmtFinSF1,920,1,137500.0
BsmtFinSF1,1361,1,402000.0
BsmtFinSF1,270,1,158000.0
BsmtFinSF1,1573,1,235000.0
BsmtFinSF1,1078,1,262500.0
BsmtFinSF1,94,1,113000.0
BsmtFinSF1,402,1,194500.0
BsmtFinSF1,358,1,89500.0
BsmtFinSF1,689,1,403000.0
BsmtFinSF1,842,1,125000.0
BsmtFinSF1,1180,1,236500.0
BsmtFinSF1,808,1,222000.0
BsmtFinSF1,1234,1,320000.0
BsmtFinSF1,191,1,124500.0
BsmtFinSF1,1173,1,341000.0
BsmtFinSF1,863,1,254000.0
BsmtFinSF1,965,1,335000.0
BsmtFinSF1,1455,1,755000.0
BsmtFinSF1,239,1,148800.0
BsmtFinSF1,946,1,210000.0
BsmtFinSF1,36,1,186000.0
BsmtFinSF1,787,1,145000.0
BsmtFinSF1,617,1,112000.0
BsmtFinSF1,1003,1,173000.0
BsmtFinSF1,543,1,143000.0
BsmtFinSF1,827,1,128500.0
BsmtFinSF1,436,1,177000.0
BsmtFinSF1,1904,1,501837.0
BsmtFinSF1,477,1,243000.0
BsmtFinSF1,1398,1,184000.0
BsmtFinSF1,1416,1,538000.0
BsmtFinSF1,394,1,196500.0
BsmtFinSF1,437,1,270000.0
BsmtFinSF1,1163,1,337000.0
BsmtFinSF1,612,1,127500.0
BsmtFinSF1,549,1,179400.0
BsmtFinSF1,438,1,158900.0
BsmtFinSF1,439,1,156000.0
BsmtFinSF1,919,1,260400.0
BsmtFinSF1,575,1,299800.0
BsmtFinSF1,832,1,142000.0
BsmtFinSF1,252,1,222500.0
BsmtFinSF1,197,1,109900.0
BsmtFinSF1,862,1,269790.0
BsmtFinSF1,568,1,187500.0
BsmtFinSF1,251,1,161500.0
BsmtFinSF1,1097,1,165500.0
BsmtFinSF1,762,1,142500.0
BsmtFinSF1,422,1,107000.0
BsmtFinSF1,639,1,215000.0
BsmtFinSF1,379,1,190000.0
BsmtFinSF1,222,1,254900.0
BsmtFinSF1,429,1,235000.0
BsmtFinSF1,416,1,190000.0
BsmtFinSF1,1126,1,311872.0
BsmtFinSF1,566,1,148500.0
BsmtFinSF1,1086,1,153337.0
BsmtFinSF1,611,1,173000.0
BsmtFinSF1,108,1,83000.0
BsmtFinSF1,306,1,170000.0
BsmtFinSF1,564,1,158000.0
BsmtFinSF1,364,1,164000.0
BsmtFinSF1,1390,1,171000.0
BsmtFinSF1,330,1,100000.0
BsmtFinSF1,572,1,139950.0
BsmtFinSF1,249,1,185000.0
BsmtFinSF1,1332,1,125000.0
BsmtFinSF1,679,1,204000.0
BsmtFinSF1,668,1,230000.0
BsmtFinSF1,445,1,226000.0
BsmtFinSF1,512,1,155000.0
BsmtFinSF1,1636,1,385000.0
BsmtFinSF1,608,1,157900.0
BsmtFinSF1,516,1,159950.0
BsmtFinSF1,465,1,135000.0
BsmtFinSF1,2188,1,611657.0
BsmtFinSF1,1064,1,165000.0
BsmtFinSF1,1238,1,328900.0
BsmtFinSF1,899,1,148000.0
BsmtFinSF1,1170,1,350000.0
BsmtFinSF1,64,1,303477.0
BsmtFinSF1,750,1,236000.0
BsmtFinSF1,938,1,180000.0
BsmtFinSF1,1470,1,320000.0
BsmtFinSF1,170,1,139000.0
BsmtFinSF1,774,1,259500.0
BsmtFinSF1,35,1,217000.0
BsmtFinSF1,984,1,383970.0
BsmtFinSF1,705,1,190000.0
BsmtFinSF1,224,1,169500.0
BsmtFinSF1,1440,1,150000.0
BsmtFinSF1,772,1,214000.0
BsmtFinSF1,464,1,239799.0
BsmtFinSF1,833,1,184900.0
BsmtFinSF1,165,1,193000.0
BsmtFinSF1,294,1,173733.0
BsmtFinSF1,284,1,145000.0
BsmtFinSF1,489,1,88000.0
BsmtFinSF1,443,1,154300.0
BsmtFinSF1,301,1,131000.0
BsmtFinSF1,223,1,250000.0
BsmtFinSF1,63,1,255000.0
BsmtFinSF1,354,1,128000.0
BsmtFinSF1,599,1,125500.0
BsmtFinSF1,860,1,153000.0
BsmtFinSF1,322,1,110000.0
BsmtFinSF1,1074,1,348000.0
BsmtFinSF1,1646,1,395192.0
BsmtFinSF1,854,1,336000.0
BsmtFinSF1,867,1,178400.0
BsmtFinSF1,651,1,139000.0
BsmtFinSF1,1106,1,199900.0
BsmtFinSF1,556,1,155000.0
BsmtFinSF1,896,1,272000.0
BsmtFinSF1,696,1,116500.0
BsmtFinSF1,699,1,185000.0
BsmtFinSF1,417,1,132000.0
BsmtFinSF1,484,1,145000.0
BsmtFinSF1,562,1,172000.0
BsmtFinSF1,398,1,129000.0
BsmtFinSF1,982,1,197500.0
BsmtFinSF1,748,1,143000.0
BsmtFinSF1,1085,1,262280.0
BsmtFinSF1,900,1,196000.0
BsmtFinSF1,509,1,80000.0
BsmtFinSF1,1022,1,315500.0
BsmtFinSF1,1012,1,310000.0
BsmtFinSF1,317,1,118000.0
BsmtFinSF1,1513,1,293077.0
BsmtFinSF1,138,1,112500.0
BsmtFinSF1,1165,1,287000.0
BsmtFinSF1,324,1,87000.0
BsmtFinSF1,684,1,194000.0
BsmtFinSF1,273,1,88000.0
BsmtFinSF1,1237,1,163500.0
BsmtFinSF1,915,1,136500.0
BsmtFinSF1,1172,1,337500.0
BsmtFinSF1,536,1,187000.0
BsmtFinSF1,713,1,163500.0
BsmtFinSF1,33,1,245000.0
BsmtFinSF1,448,1,193500.0
BsmtFinSF1,228,1,135750.0
BsmtFinSF1,320,1,144900.0
BsmtFinSF1,592,1,187500.0
BsmtFinSF1,824,1,133000.0
BsmtFinSF1,75,1,138800.0
BsmtFinSF1,535,1,159500.0
BsmtFinSF1,586,1,135000.0
BsmtFinSF1,837,1,151400.0
BsmtFinSF1,397,1,110500.0
BsmtFinSF1,644,1,180000.0
BsmtFinSF1,383,1,144500.0
BsmtFinSF1,240,1,556581.0
BsmtFinSF1,1104,1,278000.0
BsmtFinSF1,369,1,133700.0
BsmtFinSF1,702,1,130000.0
BsmtFinSF1,1004,1,318000.0
BsmtFinSF1,415,1,117000.0
BsmtFinSF1,708,1,129900.0
BsmtFinSF1,219,1,188000.0
BsmtFinSF1,1032,1,325000.0
BsmtFinSF1,412,1,119500.0
BsmtFinSF1,704,1,157000.0
BsmtFinSF1,248,1,129000.0
BsmtFinSF1,661,1,146000.0
BsmtFinSF1,423,1,136500.0
BsmtFinSF1,520,1,94750.0
BsmtFinSF1,1162,1,214000.0
BsmtFinSF1,310,1,185000.0
BsmtFinSF1,1046,1,133900.0
BsmtFinSF1,1810,1,385000.0
BsmtFinSF1,1351,1,239686.0
BsmtFinSF1,1216,1,250000.0
BsmtFinSF1,658,1,119500.0
BsmtFinSF1,522,1,171000.0
BsmtFinSF1,1387,1,625000.0
BsmtFinSF1,1198,1,108959.0
BsmtFinSF1,1157,1,218000.0
BsmtFinSF1,538,1,120500.0
BsmtFinSF1,296,1,230000.0
BsmtFinSF1,176,1,149900.0
BsmtFinSF1,1150,1,424870.0
BsmtFinSF1,852,1,139000.0
BsmtFinSF1,645,1,144000.0
BsmtFinSF1,212,1,93500.0
BsmtFinSF1,622,1,135000.0
BsmtFinSF1,1540,1,367294.0
BsmtFinSF1,756,1,137900.0
BsmtFinSF1,344,1,113000.0
BsmtFinSF1,427,1,164000.0
BsmtFinSF1,1220,1,290000.0
BsmtFinSF1,485,1,271900.0
BsmtFinSF1,883,1,165000.0
BsmtFinSF1,1456,1,262000.0
BsmtFinSF1,440,1,95000.0
BsmtFinSF1,2096,1,745000.0
BsmtFinSF1,1480,1,392500.0
BsmtFinSF1,1880,1,244000.0
BsmtFinSF1,1013,1,226000.0
BsmtFinSF1,912,1,180000.0
BsmtFinSF1,941,1,158000.0
BsmtFinSF1,632,1,124900.0
BsmtFinSF1,1277,1,207500.0
BsmtFinSF1,188,1,154000.0
BsmtFinSF1,840,1,129900.0
BsmtFinSF1,1014,1,180500.0
BsmtFinSF1,1158,1,278000.0
BsmtFinSF1,532,1,150500.0
BsmtFinSF1,1053,1,180000.0
BsmtFinSF1,804,1,237000.0
BsmtFinSF1,192,1,381000.0
BsmtFinSF1,602,1,151000.0
BsmtFinSF1,1314,1,301500.0
BsmtFinSF1,125,1,294000.0
BsmtFinSF1,534,1,119000.0
BsmtFinSF1,1386,1,465000.0
BsmtFinSF1,885,1,170000.0
BsmtFinSF1,803,1,132500.0
BsmtFinSF1,1447,1,315000.0
BsmtFinSF1,49,1,142125.0
BsmtFinSF1,1079,1,240000.0
BsmtFinSF1,1336,1,394617.0
BsmtFinSF1,958,1,143750.0
BsmtFinSF1,678,1,182900.0
BsmtFinSF1,580,1,140000.0
BsmtFinSF1,404,1,179900.0
BsmtFinSF1,1110,1,223000.0
BsmtFinSF1,25,1,124000.0
BsmtFinSF1,781,1,340000.0
BsmtFinSF1,976,1,257000.0
BsmtFinSF1,1373,1,275000.0
BsmtFinSF1,259,1,122000.0
BsmtFinSF1,1443,1,215000.0
BsmtFinSF1,80,1,283463.0
BsmtFinSF1,218,1,127000.0
BsmtFinSF1,1445,1,394432.0
BsmtFinSF1,623,1,125000.0
BsmtFinSF1,72,1,162000.0
BsmtFinSF1,759,1,193000.0
BsmtFinSF1,264,1,137450.0
BsmtFinSF1,1070,1,246578.0
BsmtFinSF1,769,1,123000.0
BsmtFinSF1,1320,1,377500.0
BsmtFinSF1,204,1,105000.0
BsmtFinSF1,865,1,237500.0
BsmtFinSF1,203,1,58500.0
BsmtFinSF1,309,1,83000.0
BsmtFinSF1,408,1,117000.0
BsmtFinSF1,1282,1,466500.0
BsmtFinSF1,548,1,127000.0
BsmtFinType2,Unf,1256,167000.0
BsmtFinType2,Rec,54,148750.0
BsmtFinType2,LwQ,46,154000.0
BsmtFinType2,BLQ,33,143000.0
BsmtFinType2,ALQ,19,174900.0
BsmtFinType2,GLQ,14,203125.0
BsmtFinSF2,0,1293,165000.0
BsmtFinSF2,180,5,137500.0
BsmtFinSF2,374,3,144000.0
BsmtFinSF2,93,2,159500.0
BsmtFinSF2,287,2,135750.0
BsmtFinSF2,468,2,125950.0
BsmtFinSF2,712,2,119100.0
BsmtFinSF2,41,2,116000.0
BsmtFinSF2,539,2,364950.0
BsmtFinSF2,96,2,129500.0
BsmtFinSF2,391,2,156500.0
BsmtFinSF2,294,2,136500.0
BsmtFinSF2,147,2,223225.0
BsmtFinSF2,279,2,145750.0
BsmtFinSF2,182,2,223750.0
BsmtFinSF2,480,2,105500.0
BsmtFinSF2,469,2,225250.0
BsmtFinSF2,551,2,144000.0
BsmtFinSF2,290,2,137750.0
BsmtFinSF2,64,2,231500.0
BsmtFinSF2,117,2,162750.0
BsmtFinSF2,28,1,150000.0
BsmtFinSF2,670,1,139000.0
BsmtFinSF2,150,1,259500.0
BsmtFinSF2,32,1,200000.0
BsmtFinSF2,491,1,130250.0
BsmtFinSF2,668,1,154000.0
BsmtFinSF2,486,1,134800.0
BsmtFinSF2,869,1,217000.0
BsmtFinSF2,169,1,115000.0
BsmtFinSF2,362,1,144900.0
BsmtFinSF2,506,1,141000.0
BsmtFinSF2,1080,1,235000.0
BsmtFinSF2,1063,1,241500.0
BsmtFinSF2,228,1,175500.0
BsmtFinSF2,620,1,139000.0
BsmtFinSF2,1474,1,301000.0
BsmtFinSF2,125,1,120500.0
BsmtFinSF2,820,1,375000.0
BsmtFinSF2,175,1,175000.0
BsmtFinSF2,184,1,235000.0
BsmtFinSF2,306,1,141000.0
BsmtFinSF2,580,1,158000.0
BsmtFinSF2,690,1,176000.0
BsmtFinSF2,692,1,130000.0
BsmtFinSF2,264,1,119000.0
BsmtFinSF2,215,1,239000.0
BsmtFinSF2,768,1,190000.0
BsmtFinSF2,344,1,212000.0
BsmtFinSF2,531,1,228000.0
BsmtFinSF2,121,1,125000.0
BsmtFinSF2,258,1,162000.0
BsmtFinSF2,380,1,95000.0
BsmtFinSF2,544,1,177500.0
BsmtFinSF2,479,1,284000.0
BsmtFinSF2,232,1,85000.0
