OverallQual,Neighborhood_encoded,GrLivArea,YearBuilt,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,MSSubClass_encoded,ExterQual_TA,GarageYrBlt,FullBath,YearRemodAdd,KitchenQual_TA,TotRmsAbvGrd,ExterQual_Gd,2ndFlrSF,Foundation_PConc,KitchenQual_Gd,BsmtQual_TA,FireplaceQu_None,Fireplaces,LotArea,Exterior2nd_encoded,BsmtQual_Gd,BsmtFinSF1,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,GarageType_Attchd,HeatingQC_Ex,BsmtUnfSF,BsmtQual_Ex,OverallCond,BsmtFinType1_GLQ,GarageFinish_Fin,GarageType_Detchd,WoodDeckSF,Foundation_CBlock,HeatingQC_TA,LotShape_Reg,KitchenQual_Ex,GarageFinish_RFn,MSZoning_RM,HalfBath,MasVnrArea,SaleType_New,MasVnrType_None,SaleCondition_Partial,FireplaceQu_Gd
7,197852.95625689375,1310,2005,1310,400,2,1310,185216.8145154394,0.0,2005.0,2,2005,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,8767,214459.1079261725,1.0,24,0.0,0,213758.9794073611,1.0,1.0,1286,0.0,5,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0
5,137381.63193054605,672,1940,672,240,1,672,97045.4484970136,1.0,1940.0,1,1997,1.0,4,0.0,0,1.0,0.0,1.0,1.0,0,10200,148550.43128682298,0.0,0,1.0,0,149991.83282507706,0.0,1.0,672,0.0,8,0.0,0.0,1.0,168,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
8,331619.9617807369,2263,1998,1141,420,2,1165,239751.77464930317,0.0,1998.0,2,1998,0.0,10,1.0,1098,1.0,1.0,0.0,0.0,1,12090,214459.1079261725,1.0,0,0.0,123,213758.9794073611,0.0,0.0,1141,0.0,5,0.0,1.0,0.0,144,0.0,0.0,1.0,0.0,0.0,0.0,1,650.0,0.0,0.0,0.0,0.0
6,192705.45493488692,1572,1995,806,373,2,806,239751.77464930317,1.0,1995.0,2,1996,1.0,7,0.0,766,1.0,0.0,0.0,0.0,1,10364,149947.9506734463,1.0,0,0.0,40,149564.74839271925,0.0,0.0,806,0.0,5,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
4,137381.63193054605,1620,1976,1281,490,2,1620,185216.8145154394,1.0,1993.0,2,1993,1.0,8,0.0,0,0.0,0.0,1.0,0.0,1,9991,168202.02373979686,0.0,1116,1.0,78,175988.14123661423,1.0,1.0,165,0.0,4,0.0,0.0,0.0,120,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,144065.93826119046,1639,1936,1064,240,1,1166,143562.47168821347,1.0,1936.0,1,1950,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,10480,149947.9506734463,0.0,0,1.0,0,149564.74839271925,0.0,1.0,1064,0.0,5,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,210053.6806690568,1680,1915,840,308,1,840,167004.51466870413,1.0,1960.0,2,1976,1.0,8,0.0,840,0.0,0.0,0.0,1.0,0,15576,168202.02373979686,1.0,0,1.0,0,149991.83282507706,1.0,1.0,840,0.0,7,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,314535.49224090966,2172,2006,1063,947,3,1071,239751.77464930317,0.0,2006.0,2,2006,0.0,9,1.0,1101,1.0,1.0,0.0,0.0,1,14154,214459.1079261725,0.0,0,0.0,62,213758.9794073611,1.0,1.0,1063,1.0,5,0.0,0.0,0.0,192,0.0,0.0,1.0,0.0,1.0,0.0,1,350.0,1.0,0.0,1.0,1.0
8,224868.92407805694,2078,2007,1034,836,3,1050,239751.77464930317,0.0,2008.0,2,2008,0.0,8,1.0,1028,1.0,0.0,0.0,0.0,1,10800,214459.1079261725,0.0,789,0.0,102,213758.9794073611,1.0,1.0,245,1.0,5,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1,100.0,1.0,0.0,1.0,1.0
5,128741.58806723716,1276,1958,1276,350,1,1276,185216.8145154394,1.0,1958.0,1,1958,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,9571,133491.2993488691,0.0,0,1.0,0,107643.46493031757,1.0,0.0,1276,0.0,3,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,192705.45493488692,1056,1955,1056,572,2,1056,131268.72241261136,1.0,1955.0,1,1955,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,34650,148550.43128682298,0.0,1056,0.0,0,149991.83282507706,1.0,0.0,0,0.0,5,0.0,1.0,0.0,264,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,224868.92407805694,1478,2009,1470,484,2,1478,185216.8145154394,0.0,2009.0,2,2009,0.0,7,0.0,0,1.0,1.0,0.0,0.0,1,4403,149947.9506734463,0.0,578,0.0,144,149564.74839271925,1.0,1.0,892,1.0,5,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,432.0,1.0,0.0,1.0,1.0
5,128687.62627009608,1028,1927,1008,360,2,1028,97045.4484970136,1.0,1927.0,1,1950,1.0,5,0.0,0,0.0,0.0,1.0,0.0,1,8960,161831.5485843834,0.0,0,1.0,0,151776.38499225752,0.0,0.0,1008,0.0,6,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0
7,186462.03991318255,2097,1993,1080,678,3,1080,239751.77464930317,0.0,1993.0,2,1993,0.0,9,1.0,1017,1.0,1.0,0.0,0.0,1,11228,214459.1079261725,1.0,50,1.0,187,213758.9794073611,1.0,1.0,499,0.0,5,0.0,0.0,0.0,196,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
7,192705.45493488692,1340,2007,1340,396,2,1340,185216.8145154394,0.0,2007.0,2,2007,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,8899,214459.1079261725,1.0,24,0.0,30,213758.9794073611,1.0,1.0,1316,0.0,5,1.0,1.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0
6,137381.63193054605,1400,1978,672,440,2,672,239751.77464930317,1.0,1978.0,1,1978,1.0,6,0.0,728,0.0,0.0,1.0,0.0,1,7844,167725.35766726418,0.0,209,0.0,0,163157.5084968204,1.0,0.0,463,0.0,7,0.0,1.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1,203.0,0.0,0.0,0.0,0.0
6,210053.6806690568,2624,1918,1370,864,3,1370,167004.51466870413,1.0,1918.0,2,1950,1.0,10,0.0,1254,0.0,0.0,0.0,0.0,1,22420,156832.01462188712,1.0,1128,1.0,0,149991.83282507706,0.0,0.0,242,0.0,6,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0
5,128741.58806723716,1134,1940,756,240,1,756,143562.47168821347,1.0,1940.0,1,1950,1.0,7,0.0,378,0.0,0.0,1.0,1.0,0,8160,149947.9506734463,0.0,312,1.0,0,149564.74839271925,0.0,0.0,444,0.0,6,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
5,146002.31590615463,1056,1968,1056,304,1,1056,185216.8145154394,1.0,1968.0,1,1968,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,8450,214459.1079261725,0.0,775,1.0,85,213758.9794073611,1.0,1.0,281,0.0,6,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,156763.32789581906,1344,1997,1344,784,4,1344,134435.21499605573,1.0,1997.0,2,1998,1.0,8,0.0,0,1.0,0.0,0.0,1.0,0,7060,214459.1079261725,1.0,1309,0.0,0,213758.9794073611,1.0,1.0,35,0.0,5,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,200.0,0.0,0.0,0.0,0.0
6,188940.34317285073,1602,1977,1602,529,2,1602,185216.8145154394,0.0,1977.0,2,2000,0.0,8,1.0,0,0.0,1.0,0.0,0.0,1,16635,229287.87532444185,1.0,1246,0.0,0,230871.94185146698,1.0,0.0,356,0.0,7,0.0,1.0,0.0,240,1.0,0.0,0.0,0.0,0.0,0.0,0,126.0,0.0,0.0,0.0,0.0
5,156763.32789581906,988,1954,988,520,2,988,185216.8145154394,1.0,1954.0,1,1954,1.0,4,0.0,0,0.0,0.0,1.0,1.0,0,21750,167725.35766726418,0.0,0,0.0,0,163157.5084968204,1.0,1.0,988,0.0,5,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
8,331619.9617807369,2630,1998,1470,696,3,1470,239751.77464930317,0.0,1998.0,2,1998,0.0,8,1.0,1160,1.0,1.0,0.0,0.0,1,9200,214459.1079261725,1.0,986,0.0,66,213758.9794073611,1.0,0.0,484,0.0,5,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,473.0,0.0,0.0,0.0,0.0
6,146002.31590615463,1196,1956,1196,297,1,1196,185216.8145154394,1.0,1956.0,1,1956,1.0,6,0.0,0,0.0,0.0,0.0,0.0,1,9000,148550.43128682298,1.0,616,0.0,44,149991.83282507706,1.0,0.0,580,0.0,5,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0,74.0,0.0,0.0,0.0,1.0
7,128687.62627009608,1389,1946,651,240,1,707,239751.77464930317,1.0,1947.0,1,1992,1.0,6,0.0,682,0.0,0.0,1.0,0.0,2,3378,167725.35766726418,0.0,0,1.0,0,163157.5084968204,0.0,0.0,651,0.0,8,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0
7,186462.03991318255,1644,1989,1518,569,2,1644,169968.11025501642,0.0,1989.0,2,1989,0.0,5,1.0,0,1.0,1.0,0.0,0.0,1,12800,148550.43128682298,1.0,1518,0.0,0,149991.83282507706,1.0,0.0,0,0.0,5,1.0,1.0,0.0,80,0.0,0.0,1.0,0.0,0.0,0.0,0,145.0,0.0,0.0,0.0,0.0
4,146002.31590615463,907,1957,907,352,1,907,185216.8145154394,1.0,1964.0,1,1957,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,8593,149947.9506734463,0.0,288,1.0,0,149564.74839271925,0.0,1.0,619,0.0,6,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,197852.95625689375,1208,2007,1208,628,2,1208,185216.8145154394,0.0,2007.0,2,2007,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,6762,214459.1079261725,1.0,664,0.0,54,213758.9794073611,1.0,1.0,544,0.0,5,1.0,0.0,0.0,105,0.0,0.0,1.0,0.0,1.0,0.0,0,108.0,1.0,0.0,1.0,0.0
6,242600.8788102882,1412,1988,1392,576,2,1412,185216.8145154394,1.0,1988.0,2,1988,0.0,6,0.0,0,0.0,1.0,0.0,0.0,1,11457,167725.35766726418,1.0,1005,1.0,0,163157.5084968204,1.0,0.0,387,0.0,5,1.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,108990.02322299722,987,1971,483,264,1,483,139308.05304360864,1.0,1971.0,1,1971,1.0,4,0.0,504,0.0,0.0,1.0,1.0,0,1680,167725.35766726418,0.0,387,1.0,0,163157.5084968204,0.0,0.0,96,0.0,5,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,232.0,0.0,0.0,0.0,0.0
6,128687.62627009608,1198,1920,901,0,0,1088,143562.47168821347,1.0,0.0,1,1998,1.0,7,0.0,110,0.0,0.0,1.0,1.0,0,5586,149947.9506734463,0.0,0,0.0,98,149564.74839271925,0.0,0.0,901,0.0,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
5,108990.02322299722,1365,1971,765,440,2,765,139308.05304360864,1.0,1971.0,1,1971,1.0,6,0.0,600,0.0,0.0,1.0,1.0,0,1920,167725.35766726418,0.0,471,1.0,36,163157.5084968204,0.0,1.0,294,0.0,5,0.0,0.0,1.0,240,1.0,0.0,1.0,0.0,0.0,1.0,1,376.0,0.0,0.0,0.0,0.0
6,192705.45493488692,1604,1997,926,470,2,926,239751.77464930317,1.0,1997.0,2,1998,1.0,7,0.0,678,1.0,0.0,0.0,0.0,1,10839,214459.1079261725,1.0,0,0.0,36,213758.9794073611,1.0,1.0,926,0.0,5,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
4,103151.68859949737,630,1972,630,0,0,630,109448.21770826844,1.0,0.0,1,1972,1.0,3,0.0,0,0.0,0.0,0.0,1.0,0,1890,229287.87532444185,1.0,495,0.0,0,230871.94185146698,0.0,0.0,135,0.0,7,0.0,0.0,0.0,88,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
7,197852.95625689375,1661,1996,799,550,2,827,239751.77464930317,0.0,1996.0,2,1996,0.0,6,1.0,834,1.0,1.0,0.0,0.0,1,10667,214459.1079261725,1.0,385,0.0,61,213758.9794073611,1.0,1.0,70,0.0,6,1.0,0.0,0.0,158,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
6,128687.62627009608,1118,1920,648,440,2,734,143562.47168821347,1.0,1990.0,1,1950,1.0,6,0.0,384,0.0,0.0,0.0,1.0,0,4400,156832.01462188712,0.0,0,1.0,0,163680.0151842674,0.0,0.0,648,0.0,8,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
6,125784.83719984665,904,1926,884,180,1,904,114156.18421468866,0.0,1926.0,1,2004,1.0,4,1.0,0,1.0,0.0,1.0,1.0,0,6000,148550.43128682298,0.0,0,1.0,0,149991.83282507706,0.0,0.0,884,0.0,7,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
5,210053.6806690568,694,1913,440,352,1,694,97045.4484970136,1.0,1990.0,1,2002,0.0,4,0.0,0,1.0,1.0,1.0,0.0,1,4280,156832.01462188712,0.0,365,1.0,0,151776.38499225752,0.0,0.0,75,0.0,6,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
6,128741.58806723716,1196,1920,684,528,2,684,143562.47168821347,1.0,2005.0,1,2000,0.0,7,0.0,512,0.0,1.0,1.0,1.0,0,12354,148550.43128682298,0.0,0,1.0,46,149991.83282507706,0.0,0.0,684,0.0,8,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
10,314535.49224090966,2402,2008,3094,672,3,2402,185216.8145154394,0.0,2008.0,2,2008,0.0,10,0.0,0,1.0,0.0,0.0,0.0,2,15431,214459.1079261725,0.0,1767,0.0,72,213758.9794073611,1.0,1.0,788,1.0,5,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,200.0,0.0,0.0,0.0,1.0
4,128741.58806723716,1440,1955,1440,0,0,1440,134435.21499605573,1.0,0.0,2,1955,0.0,8,0.0,0,0.0,0.0,1.0,1.0,0,12108,214459.1079261725,0.0,133,0.0,0,213758.9794073611,0.0,0.0,1307,0.0,4,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,270.0,0.0,0.0,0.0,0.0
5,125784.83719984665,1573,1930,1078,360,2,1128,143562.47168821347,1.0,1930.0,2,1992,1.0,8,0.0,445,1.0,0.0,1.0,0.0,1,6240,149947.9506734463,0.0,0,1.0,0,149564.74839271925,0.0,0.0,1078,0.0,7,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0
7,194096.4108217196,1258,2006,1258,648,3,1258,200553.52721353355,0.0,2007.0,2,2007,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,3922,161831.5485843834,0.0,0,0.0,16,151776.38499225752,1.0,1.0,1258,1.0,5,0.0,1.0,0.0,144,0.0,0.0,1.0,0.0,0.0,0.0,0,72.0,1.0,0.0,1.0,1.0
7,197852.95625689375,1908,1994,915,493,2,933,239751.77464930317,0.0,1994.0,2,1995,0.0,8,1.0,975,1.0,1.0,0.0,0.0,1,8750,214459.1079261725,1.0,642,1.0,133,213758.9794073611,1.0,1.0,273,0.0,5,1.0,0.0,0.0,144,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
6,128741.58806723716,1689,1956,1436,480,2,1689,185216.8145154394,1.0,1956.0,1,1956,1.0,7,0.0,0,0.0,0.0,1.0,0.0,1,9855,148550.43128682298,0.0,0,1.0,0,149991.83282507706,1.0,0.0,1436,0.0,5,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
6,146002.31590615463,1888,1966,1517,578,2,1888,185216.8145154394,0.0,1966.0,2,2002,0.0,6,1.0,0,0.0,1.0,1.0,0.0,1,16492,168202.02373979686,0.0,247,0.0,0,194305.49793707748,1.0,1.0,557,0.0,6,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0
7,192705.45493488692,1886,1998,930,431,2,956,239751.77464930317,0.0,1998.0,2,1999,0.0,10,1.0,930,1.0,1.0,0.0,0.0,1,11214,214459.1079261725,1.0,0,0.0,0,213758.9794073611,1.0,0.0,930,0.0,5,0.0,1.0,0.0,89,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
6,102250.27354713033,1376,1937,780,198,1,780,143562.47168821347,1.0,1937.0,2,1950,1.0,7,0.0,596,0.0,0.0,1.0,0.0,1,8600,149947.9506734463,0.0,0,1.0,0,149564.74839271925,0.0,0.0,780,0.0,6,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0
3,128687.62627009608,1183,1948,649,308,1,679,143562.47168821347,1.0,1981.0,1,2002,1.0,6,0.0,504,0.0,0.0,1.0,1.0,0,6000,149947.9506734463,0.0,331,1.0,176,149564.74839271925,0.0,1.0,318,0.0,7,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0
6,128687.62627009608,813,1930,813,270,1,813,97045.4484970136,1.0,1932.0,1,2005,0.0,5,0.0,0,0.0,1.0,1.0,1.0,0,5684,148550.43128682298,0.0,0,1.0,113,149991.83282507706,0.0,1.0,813,0.0,8,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
7,211474.56533761907,1533,1975,1533,576,2,1533,185216.8145154394,1.0,1975.0,2,1975,0.0,5,0.0,0,0.0,1.0,0.0,0.0,2,70761,168202.02373979686,1.0,655,1.0,54,175988.14123661423,1.0,0.0,878,0.0,5,0.0,0.0,0.0,200,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,242600.8788102882,1756,1996,872,422,2,888,239751.77464930317,0.0,1996.0,2,1997,1.0,7,1.0,868,1.0,0.0,0.0,1.0,0,9303,214459.1079261725,0.0,742,0.0,122,213758.9794073611,1.0,1.0,130,1.0,5,0.0,1.0,0.0,144,0.0,0.0,0.0,0.0,0.0,0.0,1,42.0,0.0,0.0,0.0,0.0
8,224868.92407805694,1590,2008,768,676,2,786,239751.77464930317,0.0,2008.0,2,2008,0.0,6,1.0,804,1.0,1.0,0.0,1.0,0,9000,214459.1079261725,1.0,0,0.0,30,213758.9794073611,1.0,1.0,768,0.0,5,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
5,156763.32789581906,1728,1976,1728,560,2,1728,134435.21499605573,1.0,1976.0,2,1976,1.0,8,0.0,0,0.0,0.0,1.0,1.0,0,9297,168202.02373979686,0.0,1606,1.0,0,175988.14123661423,0.0,0.0,122,0.0,5,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,188940.34317285073,1242,1973,1242,528,2,1242,185216.8145154394,1.0,1973.0,1,1973,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,9600,167725.35766726418,0.0,916,1.0,0,163157.5084968204,1.0,0.0,326,0.0,6,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1,320.0,0.0,0.0,0.0,0.0
5,128687.62627009608,1344,1916,624,513,3,624,167004.51466870413,1.0,1916.0,1,1950,1.0,7,0.0,720,0.0,0.0,1.0,1.0,0,4571,117244.82832337871,0.0,0,1.0,0,110887.68546623585,0.0,0.0,624,0.0,5,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
4,211474.56533761907,1663,1954,1364,529,2,1663,185216.8145154394,1.0,1954.0,1,1994,0.0,6,0.0,0,0.0,1.0,0.0,0.0,2,53227,168202.02373979686,1.0,1116,0.0,137,175988.14123661423,1.0,1.0,248,0.0,6,0.0,1.0,0.0,224,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
8,128687.62627009608,1666,1925,588,228,1,833,167004.51466870413,1.0,1925.0,1,1996,0.0,7,0.0,833,1.0,1.0,1.0,0.0,1,5100,161831.5485843834,0.0,0,1.0,63,163680.0151842674,0.0,0.0,588,0.0,7,0.0,0.0,1.0,192,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0
5,125784.83719984665,1203,1950,709,352,1,979,143562.47168821347,1.0,1950.0,1,1950,0.0,5,0.0,224,0.0,1.0,1.0,0.0,1,7015,149947.9506734463,0.0,185,1.0,0,149564.74839271925,0.0,0.0,524,0.0,4,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,161.0,0.0,0.0,0.0,0.0
8,224868.92407805694,1935,2009,832,552,2,832,239751.77464930317,0.0,2009.0,2,2009,1.0,8,1.0,1103,1.0,0.0,0.0,1.0,0,8004,214459.1079261725,1.0,544,0.0,150,213758.9794073611,0.0,1.0,288,0.0,5,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,110.0,1.0,0.0,1.0,0.0
7,144065.93826119046,1135,1936,560,576,2,575,167004.51466870413,0.0,1971.0,1,2007,0.0,6,1.0,560,1.0,1.0,0.0,1.0,0,7200,148550.43128682298,1.0,350,0.0,0,149991.83282507706,0.0,1.0,0,0.0,9,0.0,0.0,1.0,256,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,137381.63193054605,864,1965,864,360,1,864,185216.8145154394,1.0,1965.0,1,1965,1.0,5,0.0,0,0.0,0.0,1.0,0.0,1,8281,149947.9506734463,0.0,553,1.0,0,149564.74839271925,0.0,0.0,0,0.0,5,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,210053.6806690568,1660,1934,715,240,1,849,167004.51466870413,1.0,1939.0,1,1995,1.0,6,0.0,811,0.0,0.0,1.0,0.0,1,11988,156832.01462188712,0.0,326,1.0,0,163680.0151842674,0.0,0.0,389,0.0,7,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0
5,197852.95625689375,1040,1978,1040,0,0,1040,185216.8145154394,1.0,0.0,2,1978,1.0,5,0.0,0,0.0,0.0,0.0,1.0,0,8430,167725.35766726418,1.0,616,0.0,0,163157.5084968204,0.0,0.0,424,0.0,5,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,136.0,0.0,0.0,0.0,0.0
7,194096.4108217196,1414,2004,1375,398,2,1414,200553.52721353355,0.0,2004.0,2,2004,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,3072,214459.1079261725,1.0,0,0.0,20,213758.9794073611,1.0,1.0,1375,0.0,5,0.0,1.0,0.0,144,0.0,0.0,1.0,0.0,0.0,1.0,0,18.0,0.0,0.0,0.0,0.0
7,146002.31590615463,1277,1970,1277,526,2,1277,185216.8145154394,1.0,1970.0,1,1970,1.0,5,0.0,0,0.0,0.0,1.0,0.0,1,10628,168202.02373979686,0.0,778,1.0,0,175988.14123661423,1.0,0.0,499,0.0,5,1.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,146002.31590615463,1644,1942,728,312,1,888,167004.51466870413,1.0,1942.0,1,1995,0.0,7,0.0,756,0.0,1.0,1.0,0.0,2,9480,149947.9506734463,0.0,386,1.0,0,149564.74839271925,1.0,1.0,342,0.0,7,0.0,0.0,0.0,168,1.0,0.0,1.0,0.0,0.0,0.0,1,224.0,0.0,0.0,0.0,1.0
8,314535.49224090966,1634,2006,1626,866,3,1634,185216.8145154394,0.0,2006.0,2,2006,0.0,7,1.0,0,1.0,1.0,0.0,0.0,1,11428,214459.1079261725,1.0,0,0.0,44,213758.9794073611,1.0,1.0,1626,0.0,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,248.0,0.0,0.0,0.0,1.0
6,186462.03991318255,1710,1993,832,506,2,832,239751.77464930317,0.0,1993.0,2,1993,0.0,7,1.0,878,1.0,1.0,0.0,1.0,0,9291,167725.35766726418,1.0,426,0.0,70,163157.5084968204,1.0,1.0,406,0.0,5,1.0,0.0,0.0,144,0.0,0.0,0.0,0.0,1.0,0.0,1,120.0,0.0,0.0,0.0,0.0
8,305515.5921073443,1502,1985,1488,528,2,1502,200553.52721353355,0.0,1985.0,1,1985,0.0,4,1.0,0,1.0,1.0,0.0,1.0,0,6820,167725.35766726418,1.0,368,0.0,54,163157.5084968204,1.0,0.0,0,0.0,5,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
7,188940.34317285073,1969,1977,808,534,2,1161,239751.77464930317,1.0,1977.0,2,1977,1.0,8,0.0,808,0.0,0.0,0.0,0.0,1,11952,168202.02373979686,1.0,0,0.0,0,151776.38499225752,1.0,0.0,808,0.0,6,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,1.0
6,128741.58806723716,1072,2005,547,525,2,1072,109448.21770826844,1.0,2005.0,1,2005,1.0,5,0.0,0,1.0,0.0,0.0,1.0,0,3675,214459.1079261725,1.0,459,0.0,28,213758.9794073611,0.0,1.0,88,0.0,5,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0,80.0,0.0,0.0,0.0,0.0
8,314535.49224090966,1976,2006,1976,908,3,1976,185216.8145154394,0.0,2006.0,2,2007,0.0,7,1.0,0,1.0,1.0,0.0,0.0,1,14977,214459.1079261725,0.0,1350,0.0,63,213758.9794073611,1.0,1.0,626,1.0,5,1.0,0.0,0.0,250,0.0,0.0,0.0,0.0,1.0,0.0,0,304.0,1.0,0.0,1.0,0.0
